"","Loc","feature_type"
"1","ENA|OLKM01000002|OLKM01000002.1 1260215","Intron"
"934","ENA|OLKM01001630|OLKM01001630.1 13238","Other"
"935","ENA|OLKM01001630|OLKM01001630.1 13702","Other"
"936","ENA|OLKM01001630|OLKM01001630.1 13716","Other"
"937","ENA|OLKM01001630|OLKM01001630.1 21141","Other"
"938","ENA|OLKM01001630|OLKM01001630.1 21153","Other"
"939","ENA|OLKM01001638|OLKM01001638.1 71663","Intron"
"940","ENA|OLKM01001648|OLKM01001648.1 4060","Other"
"941","ENA|OLKM01001648|OLKM01001648.1 14810","CDS"
"942","ENA|OLKM01001648|OLKM01001648.1 15005","CDS"
"943","ENA|OLKM01001648|OLKM01001648.1 15040","CDS"
"944","ENA|OLKM01001648|OLKM01001648.1 15143","CDS"
"945","ENA|OLKM01001648|OLKM01001648.1 15178","CDS"
"946","ENA|OLKM01001648|OLKM01001648.1 105069","Other"
"947","ENA|OLKM01001654|OLKM01001654.1 36163","Intron"
"948","ENA|OLKM01001656|OLKM01001656.1 36801","Intron"
"949","ENA|OLKM01001658|OLKM01001658.1 25314","Other"
"950","ENA|OLKM01001658|OLKM01001658.1 26517","Other"
"951","ENA|OLKM01001660|OLKM01001660.1 71752","CDS"
"952","ENA|OLKM01001660|OLKM01001660.1 71831","CDS"
"953","ENA|OLKM01001668|OLKM01001668.1 7439","Other"
"954","ENA|OLKM01001668|OLKM01001668.1 61684","Intron"
"955","ENA|OLKM01001668|OLKM01001668.1 63130","Intron"
"956","ENA|OLKM01001668|OLKM01001668.1 63180","Intron"
"957","ENA|OLKM01001680|OLKM01001680.1 37876","CDS"
"958","ENA|OLKM01001685|OLKM01001685.1 85857","CDS"
"959","ENA|OLKM01001685|OLKM01001685.1 86322","Intron"
"960","ENA|OLKM01001686|OLKM01001686.1 21270","Other"
"961","ENA|OLKM01001687|OLKM01001687.1 36421","Other"
"962","ENA|OLKM01001687|OLKM01001687.1 95274","Intron"
"963","ENA|OLKM01001701|OLKM01001701.1 70220","Other"
"964","ENA|OLKM01001703|OLKM01001703.1 107835","Other"
"965","ENA|OLKM01001709|OLKM01001709.1 12810","CDS"
"966","ENA|OLKM01001709|OLKM01001709.1 88996","Intron"
"967","ENA|OLKM01001709|OLKM01001709.1 89088","Intron"
"968","ENA|OLKM01001709|OLKM01001709.1 90713","Intron"
"969","ENA|OLKM01001710|OLKM01001710.1 74845","Other"
"970","ENA|OLKM01001710|OLKM01001710.1 74888","Other"
"971","ENA|OLKM01001710|OLKM01001710.1 74897","Other"
"972","ENA|OLKM01001710|OLKM01001710.1 76277","Other"
"973","ENA|OLKM01001713|OLKM01001713.1 52498","Intron"
"974","ENA|OLKM01001723|OLKM01001723.1 51616","Intron"
"975","ENA|OLKM01001723|OLKM01001723.1 61666","CDS"
"976","ENA|OLKM01001726|OLKM01001726.1 21540","Intron"
"977","ENA|OLKM01001740|OLKM01001740.1 16049","CDS"
"978","ENA|OLKM01001740|OLKM01001740.1 16449","CDS"
"979","ENA|OLKM01001740|OLKM01001740.1 17131","Other"
"980","ENA|OLKM01001741|OLKM01001741.1 18512","Other"
"981","ENA|OLKM01001755|OLKM01001755.1 26783","Intron"
"982","ENA|OLKM01001755|OLKM01001755.1 27730","Intron"
"983","ENA|OLKM01001755|OLKM01001755.1 83077","Other"
"984","ENA|OLKM01001755|OLKM01001755.1 83386","Other"
"985","ENA|OLKM01001755|OLKM01001755.1 95048","Other"
"986","ENA|OLKM01001764|OLKM01001764.1 91781","Other"
"987","ENA|OLKM01001770|OLKM01001770.1 12838","Other"
"988","ENA|OLKM01001770|OLKM01001770.1 13719","Other"
"989","ENA|OLKM01001770|OLKM01001770.1 15525","Other"
"990","ENA|OLKM01001776|OLKM01001776.1 9882","Other"
"991","ENA|OLKM01001776|OLKM01001776.1 9958","Other"
"992","ENA|OLKM01001776|OLKM01001776.1 10062","Other"
"993","ENA|OLKM01001776|OLKM01001776.1 24723","Intron"
"994","ENA|OLKM01001783|OLKM01001783.1 50745","Intron"
"995","ENA|OLKM01001783|OLKM01001783.1 99116","Other"
"996","ENA|OLKM01001787|OLKM01001787.1 4277","Intron"
"997","ENA|OLKM01001787|OLKM01001787.1 4294","Intron"
"998","ENA|OLKM01001787|OLKM01001787.1 7795","CDS"
"999","ENA|OLKM01001787|OLKM01001787.1 22074","Intron"
"1000","ENA|OLKM01001788|OLKM01001788.1 98205","Other"
"1001","ENA|OLKM01001790|OLKM01001790.1 11788","Intron"
"1002","ENA|OLKM01001790|OLKM01001790.1 14605","Intron"
"1003","ENA|OLKM01001790|OLKM01001790.1 102186","Other"
"1004","ENA|OLKM01001790|OLKM01001790.1 103076","Other"
"1005","ENA|OLKM01001792|OLKM01001792.1 80967","Intron"
"1006","ENA|OLKM01001797|OLKM01001797.1 60667","Intron"
"1007","ENA|OLKM01001802|OLKM01001802.1 63450","Intron"
"1008","ENA|OLKM01001802|OLKM01001802.1 63482","Intron"
"1009","ENA|OLKM01001826|OLKM01001826.1 12906","Intron"
"1010","ENA|OLKM01001838|OLKM01001838.1 23481","Other"
"1011","ENA|OLKM01001838|OLKM01001838.1 40011","Other"
"1012","ENA|OLKM01001839|OLKM01001839.1 15085","Intron"
"1013","ENA|OLKM01001842|OLKM01001842.1 34558","Intron"
"1014","ENA|OLKM01001845|OLKM01001845.1 96319","Other"
"1015","ENA|OLKM01001845|OLKM01001845.1 97526","Other"
"1016","ENA|OLKM01001859|OLKM01001859.1 2690","Other"
"1017","ENA|OLKM01001862|OLKM01001862.1 61213","CDS"
"1018","ENA|OLKM01001865|OLKM01001865.1 14069","Other"
"1019","ENA|OLKM01001866|OLKM01001866.1 99483","Other"
"1020","ENA|OLKM01001867|OLKM01001867.1 61102","Intron"
"1021","ENA|OLKM01001867|OLKM01001867.1 61112","Intron"
"1022","ENA|OLKM01001867|OLKM01001867.1 61118","Intron"
"1023","ENA|OLKM01001875|OLKM01001875.1 98317","Other"
"1024","ENA|OLKM01001875|OLKM01001875.1 98339","Other"
"1025","ENA|OLKM01001876|OLKM01001876.1 70613","CDS"
"1026","ENA|OLKM01001876|OLKM01001876.1 70914","CDS"
"1027","ENA|OLKM01001879|OLKM01001879.1 13617","Other"
"1028","ENA|OLKM01001879|OLKM01001879.1 13620","Other"
"1029","ENA|OLKM01001883|OLKM01001883.1 7477","CDS"
"1030","ENA|OLKM01001883|OLKM01001883.1 7520","CDS"
"1031","ENA|OLKM01001883|OLKM01001883.1 10573","Intron"
"1032","ENA|OLKM01001887|OLKM01001887.1 94423","Other"
"1033","ENA|OLKM01001890|OLKM01001890.1 77544","Other"
"1034","ENA|OLKM01001893|OLKM01001893.1 802","Other"
"1035","ENA|OLKM01001893|OLKM01001893.1 829","Other"
"1036","ENA|OLKM01001893|OLKM01001893.1 14619","Other"
"1037","ENA|OLKM01001897|OLKM01001897.1 84214","CDS"
"1038","ENA|OLKM01001898|OLKM01001898.1 6010","Intron"
"1039","ENA|OLKM01001903|OLKM01001903.1 23875","CDS"
"1040","ENA|OLKM01001903|OLKM01001903.1 64619","Other"
"1041","ENA|OLKM01001903|OLKM01001903.1 65223","Other"
"1042","ENA|OLKM01001903|OLKM01001903.1 67945","Other"
"1043","ENA|OLKM01001908|OLKM01001908.1 37591","Other"
"1044","ENA|OLKM01001909|OLKM01001909.1 48158","Intron"
"1045","ENA|OLKM01001909|OLKM01001909.1 50169","Intron"
"1046","ENA|OLKM01001915|OLKM01001915.1 6947","Other"
"1047","ENA|OLKM01001921|OLKM01001921.1 2527","Other"
"1048","ENA|OLKM01001921|OLKM01001921.1 6736","Other"
"1049","ENA|OLKM01001933|OLKM01001933.1 71720","CDS"
"1050","ENA|OLKM01001933|OLKM01001933.1 71973","Intron"
"1051","ENA|OLKM01001933|OLKM01001933.1 73000","Intron"
"1052","ENA|OLKM01001933|OLKM01001933.1 73100","Intron"
"1053","ENA|OLKM01001933|OLKM01001933.1 73707","Intron"
"1054","ENA|OLKM01001933|OLKM01001933.1 74525","CDS"
"1055","ENA|OLKM01001935|OLKM01001935.1 61112","Intron"
"1056","ENA|OLKM01001935|OLKM01001935.1 61132","Intron"
"1057","ENA|OLKM01001936|OLKM01001936.1 53878","Intron"
"1058","ENA|OLKM01001936|OLKM01001936.1 53943","Intron"
"1059","ENA|OLKM01001936|OLKM01001936.1 58572","Intron"
"1060","ENA|OLKM01001936|OLKM01001936.1 61546","Intron"
"1061","ENA|OLKM01001947|OLKM01001947.1 3840","Intron"
"1062","ENA|OLKM01001954|OLKM01001954.1 3819","Other"
"1063","ENA|OLKM01001954|OLKM01001954.1 3864","Other"
"1064","ENA|OLKM01001954|OLKM01001954.1 3918","Other"
"1065","ENA|OLKM01001954|OLKM01001954.1 40738","Intron"
"1066","ENA|OLKM01001954|OLKM01001954.1 41102","Intron"
"1067","ENA|OLKM01001954|OLKM01001954.1 43124","Intron"
"1068","ENA|OLKM01001954|OLKM01001954.1 43144","Intron"
"1069","ENA|OLKM01001956|OLKM01001956.1 24643","Intron"
"1070","ENA|OLKM01001961|OLKM01001961.1 52545","Intron"
"1071","ENA|OLKM01001961|OLKM01001961.1 56292","Intron"
"1072","ENA|OLKM01001962|OLKM01001962.1 50120","Intron"
"1073","ENA|OLKM01001962|OLKM01001962.1 50175","Intron"
"1074","ENA|OLKM01001972|OLKM01001972.1 85487","Intron"
"1075","ENA|OLKM01001978|OLKM01001978.1 10648","CDS"
"1076","ENA|OLKM01001978|OLKM01001978.1 11365","Other"
"1077","ENA|OLKM01001986|OLKM01001986.1 6664","Other"
"1078","ENA|OLKM01001986|OLKM01001986.1 6678","Other"
"1079","ENA|OLKM01001986|OLKM01001986.1 25440","Other"
"1080","ENA|OLKM01001991|OLKM01001991.1 6685","Other"
"1081","ENA|OLKM01001999|OLKM01001999.1 11778","Other"
"1082","ENA|OLKM01001999|OLKM01001999.1 11785","Other"
"1083","ENA|OLKM01002000|OLKM01002000.1 73403","Other"
"1084","ENA|OLKM01002000|OLKM01002000.1 73985","Other"
"1085","ENA|OLKM01002008|OLKM01002008.1 26769","Other"
"1086","ENA|OLKM01002010|OLKM01002010.1 85152","Other"
"1087","ENA|OLKM01002010|OLKM01002010.1 85161","Other"
"1088","ENA|OLKM01002016|OLKM01002016.1 3285","Other"
"1089","ENA|OLKM01002021|OLKM01002021.1 5220","Other"
"1090","ENA|OLKM01002021|OLKM01002021.1 5258","Other"
"1091","ENA|OLKM01002026|OLKM01002026.1 87391","CDS"
"1092","ENA|OLKM01002027|OLKM01002027.1 82813","Other"
"1093","ENA|OLKM01002027|OLKM01002027.1 82861","Other"
"1094","ENA|OLKM01002034|OLKM01002034.1 42514","Intron"
"1095","ENA|OLKM01002034|OLKM01002034.1 84512","Other"
"1096","ENA|OLKM01002034|OLKM01002034.1 84635","Other"
"1097","ENA|OLKM01002041|OLKM01002041.1 47135","Intron"
"1098","ENA|OLKM01002055|OLKM01002055.1 63817","CDS"
"1099","ENA|OLKM01002055|OLKM01002055.1 79868","UTR5"
"1100","ENA|OLKM01002063|OLKM01002063.1 59477","Other"
"1101","ENA|OLKM01002065|OLKM01002065.1 46890","Intron"
"1102","ENA|OLKM01002069|OLKM01002069.1 50486","Intron"
"1103","ENA|OLKM01002070|OLKM01002070.1 30211","Other"
"1104","ENA|OLKM01002070|OLKM01002070.1 30475","Other"
"1105","ENA|OLKM01002070|OLKM01002070.1 31180","Other"
"1106","ENA|OLKM01002070|OLKM01002070.1 32190","CDS"
"1107","ENA|OLKM01002081|OLKM01002081.1 81134","Intron"
"1108","ENA|OLKM01002083|OLKM01002083.1 27496","UTR3"
"1109","ENA|OLKM01002083|OLKM01002083.1 31586","Intron"
"1110","ENA|OLKM01002083|OLKM01002083.1 32457","Intron"
"1111","ENA|OLKM01002083|OLKM01002083.1 37386","Intron"
"1112","ENA|OLKM01002083|OLKM01002083.1 37396","Intron"
"1113","ENA|OLKM01002088|OLKM01002088.1 79475","Other"
"1114","ENA|OLKM01002100|OLKM01002100.1 21172","Intron"
"1115","ENA|OLKM01002101|OLKM01002101.1 3021","Intron"
"1116","ENA|OLKM01002101|OLKM01002101.1 3024","Intron"
"1117","ENA|OLKM01002101|OLKM01002101.1 3075","Intron"
"1118","ENA|OLKM01002101|OLKM01002101.1 3625","Intron"
"1119","ENA|OLKM01002101|OLKM01002101.1 4552","Intron"
"1120","ENA|OLKM01002101|OLKM01002101.1 7660","Intron"
"1121","ENA|OLKM01002102|OLKM01002102.1 16684","Intron"
"1122","ENA|OLKM01002102|OLKM01002102.1 52262","CDS"
"1123","ENA|OLKM01002106|OLKM01002106.1 64513","Intron"
"1124","ENA|OLKM01002108|OLKM01002108.1 28923","Intron"
"1125","ENA|OLKM01002108|OLKM01002108.1 38412","UTR3"
"1126","ENA|OLKM01002108|OLKM01002108.1 38533","UTR3"
"1127","ENA|OLKM01002108|OLKM01002108.1 56331","Intron"
"1128","ENA|OLKM01002110|OLKM01002110.1 46111","CDS"
"1129","ENA|OLKM01002110|OLKM01002110.1 58210","Intron"
"1130","ENA|OLKM01002116|OLKM01002116.1 8637","Other"
"1131","ENA|OLKM01002116|OLKM01002116.1 50909","Other"
"1132","ENA|OLKM01002116|OLKM01002116.1 50922","Other"
"1133","ENA|OLKM01002116|OLKM01002116.1 51353","Other"
"1134","ENA|OLKM01002116|OLKM01002116.1 51366","Other"
"1135","ENA|OLKM01002121|OLKM01002121.1 70448","Intron"
"1136","ENA|OLKM01002122|OLKM01002122.1 73678","CDS"
"1137","ENA|OLKM01002125|OLKM01002125.1 8086","UTR5"
"1138","ENA|OLKM01002125|OLKM01002125.1 50451","Intron"
"1139","ENA|OLKM01002125|OLKM01002125.1 55038","Other"
"1140","ENA|OLKM01002125|OLKM01002125.1 55138","Other"
"1141","ENA|OLKM01002125|OLKM01002125.1 55233","Other"
"1142","ENA|OLKM01002129|OLKM01002129.1 10925","Intron"
"1143","ENA|OLKM01002129|OLKM01002129.1 54284","Intron"
"1144","ENA|OLKM01002129|OLKM01002129.1 54334","Intron"
"1145","ENA|OLKM01002129|OLKM01002129.1 54346","Intron"
"1146","ENA|OLKM01002129|OLKM01002129.1 54659","Intron"
"1147","ENA|OLKM01002129|OLKM01002129.1 55695","Intron"
"1148","ENA|OLKM01002130|OLKM01002130.1 9284","Intron"
"1149","ENA|OLKM01002134|OLKM01002134.1 71254","Other"
"1150","ENA|OLKM01002144|OLKM01002144.1 32436","Intron"
"1151","ENA|OLKM01002145|OLKM01002145.1 48711","UTR5"
"1152","ENA|OLKM01002145|OLKM01002145.1 63320","Other"
"1153","ENA|OLKM01002145|OLKM01002145.1 64399","Other"
"1154","ENA|OLKM01002147|OLKM01002147.1 44055","Other"
"1155","ENA|OLKM01002150|OLKM01002150.1 15933","Other"
"1156","ENA|OLKM01002150|OLKM01002150.1 52648","Intron"
"1157","ENA|OLKM01002154|OLKM01002154.1 77577","Intron"
"1158","ENA|OLKM01002159|OLKM01002159.1 2294","Intron"
"1159","ENA|OLKM01002159|OLKM01002159.1 2300","Intron"
"1160","ENA|OLKM01002159|OLKM01002159.1 2320","Intron"
"1161","ENA|OLKM01002161|OLKM01002161.1 19376","Other"
"1162","ENA|OLKM01002173|OLKM01002173.1 67788","Intron"
"1163","ENA|OLKM01002173|OLKM01002173.1 67900","Intron"
"1164","ENA|OLKM01002173|OLKM01002173.1 67919","Intron"
"1165","ENA|OLKM01002177|OLKM01002177.1 28881","Other"
"1166","ENA|OLKM01002178|OLKM01002178.1 53000","CDS"
"1167","ENA|OLKM01002184|OLKM01002184.1 52904","Other"
"1168","ENA|OLKM01002184|OLKM01002184.1 52906","Other"
"1169","ENA|OLKM01002184|OLKM01002184.1 52929","Other"
"1170","ENA|OLKM01002184|OLKM01002184.1 52934","Other"
"1171","ENA|OLKM01002184|OLKM01002184.1 52942","Other"
"1172","ENA|OLKM01002184|OLKM01002184.1 52983","Other"
"1173","ENA|OLKM01002184|OLKM01002184.1 78392","Other"
"1174","ENA|OLKM01002186|OLKM01002186.1 74703","Other"
"1175","ENA|OLKM01002187|OLKM01002187.1 47252","Other"
"1176","ENA|OLKM01002187|OLKM01002187.1 57789","Other"
"1177","ENA|OLKM01002187|OLKM01002187.1 78016","Other"
"1178","ENA|OLKM01002190|OLKM01002190.1 76429","UTR3"
"1179","ENA|OLKM01002195|OLKM01002195.1 48886","Intron"
"1180","ENA|OLKM01002195|OLKM01002195.1 51947","Intron"
"1181","ENA|OLKM01002195|OLKM01002195.1 52077","Intron"
"1182","ENA|OLKM01002200|OLKM01002200.1 63276","Other"
"1183","ENA|OLKM01002200|OLKM01002200.1 72591","Intron"
"1184","ENA|OLKM01002212|OLKM01002212.1 66092","CDS"
"1185","ENA|OLKM01002212|OLKM01002212.1 66112","CDS"
"1186","ENA|OLKM01002213|OLKM01002213.1 67399","Other"
"1187","ENA|OLKM01002213|OLKM01002213.1 68133","Other"
"1188","ENA|OLKM01002242|OLKM01002242.1 21215","Intron"
"1189","ENA|OLKM01002249|OLKM01002249.1 35671","Intron"
"1190","ENA|OLKM01002249|OLKM01002249.1 35758","Intron"
"1191","ENA|OLKM01002257|OLKM01002257.1 27039","Intron"
"1192","ENA|OLKM01002262|OLKM01002262.1 14494","Terminator"
"1193","ENA|OLKM01002262|OLKM01002262.1 29496","Other"
"1194","ENA|OLKM01002266|OLKM01002266.1 40555","Intron"
"1195","ENA|OLKM01002266|OLKM01002266.1 41350","Intron"
"1196","ENA|OLKM01002266|OLKM01002266.1 41567","Intron"
"1197","ENA|OLKM01002267|OLKM01002267.1 58896","Other"
"1198","ENA|OLKM01002267|OLKM01002267.1 59093","Other"
"1199","ENA|OLKM01002267|OLKM01002267.1 59678","Other"
"1200","ENA|OLKM01002267|OLKM01002267.1 65876","Intron"
"1201","ENA|OLKM01002267|OLKM01002267.1 66168","Intron"
"1202","ENA|OLKM01002273|OLKM01002273.1 59311","Other"
"1203","ENA|OLKM01002273|OLKM01002273.1 64221","Terminator"
"1204","ENA|OLKM01002273|OLKM01002273.1 64254","Terminator"
"1205","ENA|OLKM01002275|OLKM01002275.1 23894","Intron"
"1206","ENA|OLKM01002277|OLKM01002277.1 16736","Other"
"1207","ENA|OLKM01002278|OLKM01002278.1 44124","CDS"
"1208","ENA|OLKM01002285|OLKM01002285.1 5937","Intron"
"1209","ENA|OLKM01002285|OLKM01002285.1 68639","CDS"
"1210","ENA|OLKM01002288|OLKM01002288.1 65795","Other"
"1211","ENA|OLKM01002288|OLKM01002288.1 66013","Other"
"1212","ENA|OLKM01002291|OLKM01002291.1 42679","Other"
"1213","ENA|OLKM01002297|OLKM01002297.1 2350","Other"
"1214","ENA|OLKM01002299|OLKM01002299.1 33862","Other"
"1215","ENA|OLKM01002303|OLKM01002303.1 68376","Intron"
"1216","ENA|OLKM01002324|OLKM01002324.1 72512","Other"
"1217","ENA|OLKM01002325|OLKM01002325.1 29418","Intron"
"1218","ENA|OLKM01002325|OLKM01002325.1 70416","Other"
"1219","ENA|OLKM01002325|OLKM01002325.1 70456","Other"
"1220","ENA|OLKM01002332|OLKM01002332.1 55179","Intron"
"1221","ENA|OLKM01002358|OLKM01002358.1 63956","Other"
"1222","ENA|OLKM01002360|OLKM01002360.1 67532","Intron"
"1223","ENA|OLKM01002360|OLKM01002360.1 67741","Intron"
"1224","ENA|OLKM01002360|OLKM01002360.1 68663","Intron"
"1225","ENA|OLKM01002360|OLKM01002360.1 68975","Intron"
"1226","ENA|OLKM01002360|OLKM01002360.1 69006","Intron"
"1227","ENA|OLKM01002367|OLKM01002367.1 63986","Other"
"1228","ENA|OLKM01002369|OLKM01002369.1 49159","Intron"
"1229","ENA|OLKM01002370|OLKM01002370.1 5728","Other"
"1230","ENA|OLKM01002370|OLKM01002370.1 5768","Other"
"1231","ENA|OLKM01002370|OLKM01002370.1 29480","CDS"
"1232","ENA|OLKM01002371|OLKM01002371.1 4458","Other"
"1233","ENA|OLKM01002371|OLKM01002371.1 33281","Intron"
"1234","ENA|OLKM01002372|OLKM01002372.1 65391","Intron"
"1235","ENA|OLKM01002372|OLKM01002372.1 65395","Intron"
"1236","ENA|OLKM01002372|OLKM01002372.1 67262","CDS"
"1237","ENA|OLKM01002372|OLKM01002372.1 67422","CDS"
"1238","ENA|OLKM01002372|OLKM01002372.1 67825","CDS"
"1239","ENA|OLKM01002372|OLKM01002372.1 69186","CDS"
"1240","ENA|OLKM01002372|OLKM01002372.1 69326","CDS"
"1241","ENA|OLKM01002372|OLKM01002372.1 69427","CDS"
"1242","ENA|OLKM01002372|OLKM01002372.1 69448","CDS"
"1243","ENA|OLKM01002372|OLKM01002372.1 69490","CDS"
"1244","ENA|OLKM01002372|OLKM01002372.1 69510","CDS"
"1245","ENA|OLKM01002386|OLKM01002386.1 44413","Other"
"1246","ENA|OLKM01002386|OLKM01002386.1 44415","Other"
"1247","ENA|OLKM01002393|OLKM01002393.1 11931","Intron"
"1248","ENA|OLKM01002404|OLKM01002404.1 67125","Other"
"1249","ENA|OLKM01002404|OLKM01002404.1 68659","Other"
"1250","ENA|OLKM01002408|OLKM01002408.1 18602","Intron"
"1251","ENA|OLKM01002418|OLKM01002418.1 2129","Intron"
"1252","ENA|OLKM01002418|OLKM01002418.1 6869","Intron"
"1253","ENA|OLKM01002428|OLKM01002428.1 62840","Intron"
"1254","ENA|OLKM01002440|OLKM01002440.1 17778","Other"
"1255","ENA|OLKM01002449|OLKM01002449.1 61546","CDS"
"1256","ENA|OLKM01002451|OLKM01002451.1 12309","Other"
"1257","ENA|OLKM01002451|OLKM01002451.1 12890","Intron"
"1258","ENA|OLKM01002464|OLKM01002464.1 20952","Other"
"1259","ENA|OLKM01002465|OLKM01002465.1 34054","Other"
"1260","ENA|OLKM01002465|OLKM01002465.1 34481","Other"
"1261","ENA|OLKM01002465|OLKM01002465.1 34718","Other"
"1262","ENA|OLKM01002465|OLKM01002465.1 34880","Other"
"1263","ENA|OLKM01002476|OLKM01002476.1 25557","Other"
"1264","ENA|OLKM01002484|OLKM01002484.1 41759","Intron"
"1265","ENA|OLKM01002491|OLKM01002491.1 55503","Intron"
"1266","ENA|OLKM01002491|OLKM01002491.1 55943","Intron"
"1267","ENA|OLKM01002493|OLKM01002493.1 5266","Other"
"1268","ENA|OLKM01002500|OLKM01002500.1 17734","Other"
"1269","ENA|OLKM01002500|OLKM01002500.1 48258","Intron"
"1270","ENA|OLKM01002500|OLKM01002500.1 59630","Other"
"1271","ENA|OLKM01002504|OLKM01002504.1 1395","Other"
"1272","ENA|OLKM01002505|OLKM01002505.1 21269","Intron"
"1273","ENA|OLKM01002506|OLKM01002506.1 24984","Other"
"1274","ENA|OLKM01002522|OLKM01002522.1 12079","Other"
"1275","ENA|OLKM01002522|OLKM01002522.1 50901","Other"
"1276","ENA|OLKM01002522|OLKM01002522.1 55866","Other"
"1277","ENA|OLKM01002530|OLKM01002530.1 12613","Other"
"1278","ENA|OLKM01002530|OLKM01002530.1 37413","Intron"
"1279","ENA|OLKM01002534|OLKM01002534.1 48468","Intron"
"1280","ENA|OLKM01002547|OLKM01002547.1 48700","Other"
"1281","ENA|OLKM01002549|OLKM01002549.1 46096","Intron"
"1282","ENA|OLKM01002549|OLKM01002549.1 46499","Intron"
"1283","ENA|OLKM01002549|OLKM01002549.1 46558","Intron"
"1284","ENA|OLKM01002549|OLKM01002549.1 46804","Intron"
"1285","ENA|OLKM01002551|OLKM01002551.1 13945","Intron"
"1286","ENA|OLKM01002558|OLKM01002558.1 31350","Intron"
"1287","ENA|OLKM01002558|OLKM01002558.1 31576","Intron"
"1288","ENA|OLKM01002560|OLKM01002560.1 12897","CDS"
"1289","ENA|OLKM01002560|OLKM01002560.1 57108","Other"
"1290","ENA|OLKM01002562|OLKM01002562.1 9985","Intron"
"1291","ENA|OLKM01002562|OLKM01002562.1 13642","Intron"
"1292","ENA|OLKM01002562|OLKM01002562.1 14274","Intron"
"1293","ENA|OLKM01002562|OLKM01002562.1 26167","Other"
"1294","ENA|OLKM01002562|OLKM01002562.1 52447","Other"
"1295","ENA|OLKM01002564|OLKM01002564.1 36810","Intron"
"1296","ENA|OLKM01002568|OLKM01002568.1 34659","Other"
"1297","ENA|OLKM01002568|OLKM01002568.1 34667","Other"
"1298","ENA|OLKM01002568|OLKM01002568.1 34797","Other"
"1299","ENA|OLKM01002568|OLKM01002568.1 35686","UTR5"
"1300","ENA|OLKM01002581|OLKM01002581.1 44392","Other"
"1301","ENA|OLKM01002581|OLKM01002581.1 54505","Intron"
"1302","ENA|OLKM01002588|OLKM01002588.1 1718","Intron"
"1303","ENA|OLKM01002589|OLKM01002589.1 3289","Intron"
"1304","ENA|OLKM01002590|OLKM01002590.1 12610","Other"
"1305","ENA|OLKM01002590|OLKM01002590.1 43578","Intron"
"1306","ENA|OLKM01002591|OLKM01002591.1 4353","Intron"
"1307","ENA|OLKM01002600|OLKM01002600.1 16325","Other"
"1308","ENA|OLKM01002602|OLKM01002602.1 14144","Intron"
"1309","ENA|OLKM01002602|OLKM01002602.1 47613","Intron"
"1310","ENA|OLKM01002604|OLKM01002604.1 14451","CDS"
"1311","ENA|OLKM01002605|OLKM01002605.1 51003","CDS"
"1312","ENA|OLKM01002605|OLKM01002605.1 51137","Intron"
"1313","ENA|OLKM01002605|OLKM01002605.1 51146","Intron"
"1314","ENA|OLKM01002605|OLKM01002605.1 51211","CDS"
"1315","ENA|OLKM01002605|OLKM01002605.1 51285","Intron"
"1316","ENA|OLKM01002605|OLKM01002605.1 59011","Intron"
"1317","ENA|OLKM01002607|OLKM01002607.1 48615","CDS"
"1318","ENA|OLKM01002607|OLKM01002607.1 49528","Other"
"1319","ENA|OLKM01002607|OLKM01002607.1 50287","Other"
"1320","ENA|OLKM01002612|OLKM01002612.1 51390","Other"
"1321","ENA|OLKM01002617|OLKM01002617.1 39435","Intron"
"1322","ENA|OLKM01002619|OLKM01002619.1 31461","Other"
"1323","ENA|OLKM01002630|OLKM01002630.1 47793","Other"
"1324","ENA|OLKM01002633|OLKM01002633.1 49332","Intron"
"1325","ENA|OLKM01002637|OLKM01002637.1 52509","Other"
"1326","ENA|OLKM01002637|OLKM01002637.1 52559","Other"
"1327","ENA|OLKM01002644|OLKM01002644.1 36174","Intron"
"1328","ENA|OLKM01002645|OLKM01002645.1 53532","Other"
"1329","ENA|OLKM01002647|OLKM01002647.1 15196","Intron"
"1330","ENA|OLKM01002650|OLKM01002650.1 4486","Other"
"1331","ENA|OLKM01002654|OLKM01002654.1 2491","Other"
"1332","ENA|OLKM01002654|OLKM01002654.1 2615","Other"
"1333","ENA|OLKM01002654|OLKM01002654.1 29165","Intron"
"1334","ENA|OLKM01002661|OLKM01002661.1 46036","Other"
"1335","ENA|OLKM01002661|OLKM01002661.1 46102","Other"
"1336","ENA|OLKM01002661|OLKM01002661.1 47708","Other"
"1337","ENA|OLKM01002661|OLKM01002661.1 54233","Other"
"1338","ENA|OLKM01002662|OLKM01002662.1 44636","Other"
"1339","ENA|OLKM01002662|OLKM01002662.1 57618","Other"
"1340","ENA|OLKM01002671|OLKM01002671.1 43369","CDS"
"1341","ENA|OLKM01002671|OLKM01002671.1 46451","CDS"
"1342","ENA|OLKM01002671|OLKM01002671.1 47582","CDS"
"1343","ENA|OLKM01002672|OLKM01002672.1 24177","Intron"
"1344","ENA|OLKM01002673|OLKM01002673.1 35530","Other"
"1345","ENA|OLKM01002681|OLKM01002681.1 46699","Intron"
"1346","ENA|OLKM01002688|OLKM01002688.1 4441","Other"
"1347","ENA|OLKM01002688|OLKM01002688.1 4468","Other"
"1348","ENA|OLKM01002688|OLKM01002688.1 5023","Other"
"1349","ENA|OLKM01002689|OLKM01002689.1 39612","Intron"
"1350","ENA|OLKM01002690|OLKM01002690.1 53189","Other"
