"","Loc","scaffold","position","Function"
"609","ENA|OLKM01000967|OLKM01000967.1 102607","OLKM01000967.1",102608,"Name=MEAE_00050453;Alias=augustus_masked-MeA_20160214_scaffold_966-processed-gene-0.64;Note=Protein of unknown function;Dbxref=Coils:Coil;"
"609.4","ENA|OLKM01000967|OLKM01000967.1 102607","OLKM01000967.1",102608,"Name=MEAE_00050454;Alias=snap_masked-MeA_20160214_scaffold_966-processed-gene-0.91;Note=Protein of unknown function;"
"610","ENA|OLKM01000968|OLKM01000968.1 28661","OLKM01000968.1",28662,"Name=MEAE_00050472;Alias=snap_masked-MeA_20160214_scaffold_967-processed-gene-0.73;Note=Protein of unknown function;"
"613","ENA|OLKM01000969|OLKM01000969.1 103969","OLKM01000969.1",103970,"Name=MEAE_00050513;Alias=maker-MeA_20160214_scaffold_968-snap-gene-0.115;Note=Similar to NLRC3: Protein NLRC3 (Homo sapiens);Dbxref=Gene3D:G3DSA:3.80.10.10,InterPro:IPR003590,InterPro:IPR007111,InterPro:IPR029495,PANTHER:PTHR24106,PANTHER:PTHR24106:SF58,Pfam:PF05729,Pfam:PF13516,Pfam:PF14484,ProSiteProfiles:PS50837,SMART:SM00368,SUPERFAMILY:SSF52047;"
"614","ENA|OLKM01000976|OLKM01000976.1 138150","OLKM01000976.1",138151,"Name=MEAE_00050762;Alias=maker-MeA_20160214_scaffold_975-augustus-gene-0.125;Note=Similar to Abcf3: ATP-binding cassette sub-family F member 3 (Mus musculus);Dbxref=Gene3D:G3DSA:3.40.50.300,InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR017871,InterPro:IPR027417,PANTHER:PTHR19211,PANTHER:PTHR19211:SF45,Pfam:PF00005,Pfam:PF12848,ProSitePatterns:PS00211,ProSiteProfiles:PS50893,SMART:SM00382,SUPERFAMILY:SSF52540;Ontology_term=GO:0000166,GO:0005524,GO:0016887,GO:0017111;"
"615","ENA|OLKM01000979|OLKM01000979.1 99968","OLKM01000979.1",99969,"Name=MEAE_00050848;Alias=maker-MeA_20160214_scaffold_978-snap-gene-0.128;Note=Similar to CNGA1: cGMP-gated cation channel alpha-1 (Homo sapiens);Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.287.630,Gene3D:G3DSA:1.10.287.70,Gene3D:G3DSA:2.130.10.10,Gene3D:G3DSA:2.60.120.10,InterPro:IPR000595,InterPro:IPR000967,InterPro:IPR001680,InterPro:IPR005821,InterPro:IPR014710,InterPro:IPR015048,InterPro:IPR015049,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR018488,InterPro:IPR018490,InterPro:IPR019775,InterPro:IPR019786,PANTHER:PTHR10217,PANTHER:PTHR10217:SF387,Pfam:PF00027,Pfam:PF00520,Pfam:PF08953,Pfam:PF08954,ProSitePatterns:PS00678,ProSitePatterns:PS00888,ProSitePatterns:PS01359,ProSiteProfiles:PS50042,ProSiteProfiles:PS50082,ProSiteProfiles:PS50294,SMART:SM00100,SMART:SM00320,SMART:SM00438,SUPERFAMILY:SSF101908,SUPERFAMILY:SSF51206,SUPERFAMILY:SSF57850,SUPERFAMILY:SSF81324;Ontology_term=GO:0003700,GO:0005216,GO:0005515,GO:0005634,GO:0006355,GO:0006811,GO:0008270,GO:0016020,GO:0055085;"
"615.2","ENA|OLKM01000979|OLKM01000979.1 99968","OLKM01000979.1",99969,"Name=MEAE_00050855;Alias=snap_masked-MeA_20160214_scaffold_978-processed-gene-0.98;Note=Protein of unknown function;"
"616","ENA|OLKM01000994|OLKM01000994.1 176701","OLKM01000994.1",176702,"Name=MEAE_00051323;Alias=maker-MeA_20160214_scaffold_993-snap-gene-0.118;Note=Similar to TRIM27: Zinc finger protein RFP (Homo sapiens);Dbxref=InterPro:IPR003877,InterPro:IPR008985,PANTHER:PTHR24103,PANTHER:PTHR24103:SF245,Pfam:PF00622,SUPERFAMILY:SSF49899;Ontology_term=GO:0005515;"
"617","ENA|OLKM01001005|OLKM01001005.1 183417","OLKM01001005.1",183418,"Name=MEAE_00051620;Alias=maker-MeA_20160214_scaffold_1004-snap-gene-0.115;Note=Similar to nxpe3: NXPE family member 3 (Danio rerio);Dbxref=InterPro:IPR014756,InterPro:IPR026845,PANTHER:PTHR16165,PANTHER:PTHR16165:SF1,Pfam:PF06312,SUPERFAMILY:SSF81296;"
"618","ENA|OLKM01001007|OLKM01001007.1 37686","OLKM01001007.1",37687,"Name=MEAE_00051662;Alias=maker-MeA_20160214_scaffold_1006-augustus-gene-0.75;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:2.10.60.10;"
"619","ENA|OLKM01001010|OLKM01001010.1 91498","OLKM01001010.1",91499,"Name=MEAE_00051754;Alias=maker-MeA_20160214_scaffold_1009-snap-gene-0.159;Note=Similar to Ifih1: Interferon-induced helicase C domain-containing protein 1 (Mus musculus);Dbxref=Gene3D:G3DSA:1.10.533.10,InterPro:IPR001315,InterPro:IPR011029,PANTHER:PTHR14074,PANTHER:PTHR14074:SF14,Pfam:PF00619;Ontology_term=GO:0005515,GO:0005622,GO:0042981;"
"620","ENA|OLKM01001011|OLKM01001011.1 150653","OLKM01001011.1",150654,"Name=MEAE_00051804;Alias=maker-MeA_20160214_scaffold_1010-snap-gene-0.122;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.90.228.10,InterPro:IPR012317,Pfam:PF00644,SUPERFAMILY:SSF56399;Ontology_term=GO:0003950;"
"621","ENA|OLKM01001011|OLKM01001011.1 150721","OLKM01001011.1",150722,"Name=MEAE_00051804;Alias=maker-MeA_20160214_scaffold_1010-snap-gene-0.122;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.90.228.10,InterPro:IPR012317,Pfam:PF00644,SUPERFAMILY:SSF56399;Ontology_term=GO:0003950;"
"622","ENA|OLKM01001011|OLKM01001011.1 150732","OLKM01001011.1",150733,"Name=MEAE_00051804;Alias=maker-MeA_20160214_scaffold_1010-snap-gene-0.122;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.90.228.10,InterPro:IPR012317,Pfam:PF00644,SUPERFAMILY:SSF56399;Ontology_term=GO:0003950;"
"623","ENA|OLKM01001011|OLKM01001011.1 150774","OLKM01001011.1",150775,"Name=MEAE_00051804;Alias=maker-MeA_20160214_scaffold_1010-snap-gene-0.122;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.90.228.10,InterPro:IPR012317,Pfam:PF00644,SUPERFAMILY:SSF56399;Ontology_term=GO:0003950;"
"624","ENA|OLKM01001011|OLKM01001011.1 150825","OLKM01001011.1",150826,"Name=MEAE_00051804;Alias=maker-MeA_20160214_scaffold_1010-snap-gene-0.122;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.90.228.10,InterPro:IPR012317,Pfam:PF00644,SUPERFAMILY:SSF56399;Ontology_term=GO:0003950;"
"625","ENA|OLKM01001011|OLKM01001011.1 150861","OLKM01001011.1",150862,"Name=MEAE_00051804;Alias=maker-MeA_20160214_scaffold_1010-snap-gene-0.122;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.90.228.10,InterPro:IPR012317,Pfam:PF00644,SUPERFAMILY:SSF56399;Ontology_term=GO:0003950;"
"626","ENA|OLKM01001011|OLKM01001011.1 150886","OLKM01001011.1",150887,"Name=MEAE_00051804;Alias=maker-MeA_20160214_scaffold_1010-snap-gene-0.122;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.90.228.10,InterPro:IPR012317,Pfam:PF00644,SUPERFAMILY:SSF56399;Ontology_term=GO:0003950;"
"627","ENA|OLKM01001011|OLKM01001011.1 152355","OLKM01001011.1",152356,"Name=MEAE_00051804;Alias=maker-MeA_20160214_scaffold_1010-snap-gene-0.122;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.90.228.10,InterPro:IPR012317,Pfam:PF00644,SUPERFAMILY:SSF56399;Ontology_term=GO:0003950;"
"628","ENA|OLKM01001018|OLKM01001018.1 97311","OLKM01001018.1",97312,"Name=MEAE_00051995;Alias=maker-MeA_20160214_scaffold_1017-augustus-gene-0.109;Note=Similar to ELMOD3: ELMO domain-containing protein 3 (Bos taurus);Dbxref=PANTHER:PTHR12771,PANTHER:PTHR12771:SF2;"
"628.2","ENA|OLKM01001018|OLKM01001018.1 97311","OLKM01001018.1",97312,"Name=MEAE_00051993;Alias=maker-MeA_20160214_scaffold_1017-snap-gene-0.137;Note=Similar to RICTOR: Rapamycin-insensitive companion of mTOR (Homo sapiens);Dbxref=Coils:Coil,InterPro:IPR007185,InterPro:IPR016024,InterPro:IPR028267,InterPro:IPR028268,InterPro:IPR029259,InterPro:IPR029451,InterPro:IPR029452,InterPro:IPR029453,PANTHER:PTHR13298,PANTHER:PTHR13298:SF11,Pfam:PF04042,Pfam:PF14663,Pfam:PF14664,Pfam:PF14665,Pfam:PF14666,Pfam:PF14668,SUPERFAMILY:SSF48371;Ontology_term=GO:0003677,GO:0003887,GO:0005488,GO:0006260,GO:0031929,GO:0031932;"
"629","ENA|OLKM01001020|OLKM01001020.1 146902","OLKM01001020.1",146903,"Name=MEAE_00052046;Alias=augustus_masked-MeA_20160214_scaffold_1019-processed-gene-0.51;Note=Similar to SVEP1: Sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain-containing protein 1 (Homo sapiens);Dbxref=Coils:Coil,Gene3D:G3DSA:2.10.25.10,Gene3D:G3DSA:2.10.70.10,Gene3D:G3DSA:2.60.120.200,Gene3D:G3DSA:3.40.50.410,InterPro:IPR000152,InterPro:IPR000436,InterPro:IPR000742,InterPro:IPR001759,InterPro:IPR001881,InterPro:IPR002035,InterPro:IPR003410,InterPro:IPR008985,InterPro:IPR009030,InterPro:IPR011641,InterPro:IPR013032,InterPro:IPR013320,InterPro:IPR018097,PANTHER:PTHR19325,PANTHER:PTHR19325:SF43,PRINTS:PR00895,Pfam:PF00008,Pfam:PF00084,Pfam:PF00092,Pfam:PF00354,Pfam:PF02494,Pfam:PF07699,ProSitePatterns:PS00010,ProSitePatterns:PS00022,ProSitePatterns:PS01186,ProSitePatterns:PS01187,ProSiteProfiles:PS50026,ProSiteProfiles:PS50234,ProSiteProfiles:PS50825,ProSiteProfiles:PS50923,SMART:SM00032,SMART:SM00159,SMART:SM00179,SMART:SM00181,SUPERFAMILY:SSF49899,SUPERFAMILY:SSF53300,SUPERFAMILY:SSF57184,SUPERFAMILY:SSF57196,SUPERFAMILY:SSF57535;Ontology_term=GO:0005509,GO:0005515;"
"630","ENA|OLKM01001020|OLKM01001020.1 151488","OLKM01001020.1",151489,"Name=MEAE_00052046;Alias=augustus_masked-MeA_20160214_scaffold_1019-processed-gene-0.51;Note=Similar to SVEP1: Sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain-containing protein 1 (Homo sapiens);Dbxref=Coils:Coil,Gene3D:G3DSA:2.10.25.10,Gene3D:G3DSA:2.10.70.10,Gene3D:G3DSA:2.60.120.200,Gene3D:G3DSA:3.40.50.410,InterPro:IPR000152,InterPro:IPR000436,InterPro:IPR000742,InterPro:IPR001759,InterPro:IPR001881,InterPro:IPR002035,InterPro:IPR003410,InterPro:IPR008985,InterPro:IPR009030,InterPro:IPR011641,InterPro:IPR013032,InterPro:IPR013320,InterPro:IPR018097,PANTHER:PTHR19325,PANTHER:PTHR19325:SF43,PRINTS:PR00895,Pfam:PF00008,Pfam:PF00084,Pfam:PF00092,Pfam:PF00354,Pfam:PF02494,Pfam:PF07699,ProSitePatterns:PS00010,ProSitePatterns:PS00022,ProSitePatterns:PS01186,ProSitePatterns:PS01187,ProSiteProfiles:PS50026,ProSiteProfiles:PS50234,ProSiteProfiles:PS50825,ProSiteProfiles:PS50923,SMART:SM00032,SMART:SM00159,SMART:SM00179,SMART:SM00181,SUPERFAMILY:SSF49899,SUPERFAMILY:SSF53300,SUPERFAMILY:SSF57184,SUPERFAMILY:SSF57196,SUPERFAMILY:SSF57535;Ontology_term=GO:0005509,GO:0005515;"
"631","ENA|OLKM01001020|OLKM01001020.1 154787","OLKM01001020.1",154788,"Name=MEAE_00052046;Alias=augustus_masked-MeA_20160214_scaffold_1019-processed-gene-0.51;Note=Similar to SVEP1: Sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain-containing protein 1 (Homo sapiens);Dbxref=Coils:Coil,Gene3D:G3DSA:2.10.25.10,Gene3D:G3DSA:2.10.70.10,Gene3D:G3DSA:2.60.120.200,Gene3D:G3DSA:3.40.50.410,InterPro:IPR000152,InterPro:IPR000436,InterPro:IPR000742,InterPro:IPR001759,InterPro:IPR001881,InterPro:IPR002035,InterPro:IPR003410,InterPro:IPR008985,InterPro:IPR009030,InterPro:IPR011641,InterPro:IPR013032,InterPro:IPR013320,InterPro:IPR018097,PANTHER:PTHR19325,PANTHER:PTHR19325:SF43,PRINTS:PR00895,Pfam:PF00008,Pfam:PF00084,Pfam:PF00092,Pfam:PF00354,Pfam:PF02494,Pfam:PF07699,ProSitePatterns:PS00010,ProSitePatterns:PS00022,ProSitePatterns:PS01186,ProSitePatterns:PS01187,ProSiteProfiles:PS50026,ProSiteProfiles:PS50234,ProSiteProfiles:PS50825,ProSiteProfiles:PS50923,SMART:SM00032,SMART:SM00159,SMART:SM00179,SMART:SM00181,SUPERFAMILY:SSF49899,SUPERFAMILY:SSF53300,SUPERFAMILY:SSF57184,SUPERFAMILY:SSF57196,SUPERFAMILY:SSF57535;Ontology_term=GO:0005509,GO:0005515;"
"633","ENA|OLKM01001022|OLKM01001022.1 128697","OLKM01001022.1",128698,"Name=MEAE_00052099;Alias=maker-MeA_20160214_scaffold_1021-snap-gene-0.85;Note=Similar to LRRC16A: F-actin-uncapping protein LRRC16A (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.238.10,Gene3D:G3DSA:3.30.70.360,Gene3D:G3DSA:3.40.630.10,Gene3D:G3DSA:3.80.10.10,InterPro:IPR002048,InterPro:IPR002933,InterPro:IPR011650,InterPro:IPR011992,InterPro:IPR018247,PANTHER:PTHR24112,PANTHER:PTHR24112:SF39,Pfam:PF01546,Pfam:PF07687,Pfam:PF13202,ProSitePatterns:PS00018,ProSiteProfiles:PS50222,SMART:SM00054,SUPERFAMILY:SSF47473,SUPERFAMILY:SSF52047,SUPERFAMILY:SSF53187;Ontology_term=GO:0005509,GO:0008152,GO:0016787;"
"634","ENA|OLKM01001024|OLKM01001024.1 17922","OLKM01001024.1",17923,"Name=MEAE_00052142;Alias=augustus_masked-MeA_20160214_scaffold_1023-processed-gene-0.64;Note=Protein of unknown function;Dbxref=Coils:Coil;"
"635","ENA|OLKM01001024|OLKM01001024.1 17967","OLKM01001024.1",17968,"Name=MEAE_00052142;Alias=augustus_masked-MeA_20160214_scaffold_1023-processed-gene-0.64;Note=Protein of unknown function;Dbxref=Coils:Coil;"
"640","ENA|OLKM01001028|OLKM01001028.1 23515","OLKM01001028.1",23516,"Name=MEAE_00052254;Alias=augustus_masked-MeA_20160214_scaffold_1027-processed-gene-0.49;Note=Similar to FRYL: Protein furry homolog-like (Homo sapiens);Dbxref=InterPro:IPR016024,InterPro:IPR025481,InterPro:IPR025614,InterPro:IPR029473,PANTHER:PTHR12295,PANTHER:PTHR12295:SF9,Pfam:PF14222,Pfam:PF14225,Pfam:PF14228,SUPERFAMILY:SSF48371;Ontology_term=GO:0005488;"
"641","ENA|OLKM01001031|OLKM01001031.1 70664","OLKM01001031.1",70665,"Name=MEAE_00052356;Alias=maker-MeA_20160214_scaffold_1030-snap-gene-0.150;Note=Similar to Notch2: Neurogenic locus notch homolog protein 2 (Rattus norvegicus);Dbxref=Gene3D:G3DSA:2.10.25.10,Gene3D:G3DSA:2.170.300.10,InterPro:IPR000152,InterPro:IPR000742,InterPro:IPR000800,InterPro:IPR001881,InterPro:IPR009030,InterPro:IPR013032,InterPro:IPR018097,PANTHER:PTHR24033,PANTHER:PTHR24033:SF4,PRINTS:PR00010,PRINTS:PR01452,PRINTS:PR01983,Pfam:PF00008,Pfam:PF00066,Pfam:PF07645,ProSitePatterns:PS00010,ProSitePatterns:PS00022,ProSitePatterns:PS01186,ProSitePatterns:PS01187,ProSiteProfiles:PS50026,ProSiteProfiles:PS50258,SMART:SM00004,SMART:SM00179,SMART:SM00181,SUPERFAMILY:SSF57184,SUPERFAMILY:SSF57196,SUPERFAMILY:SSF90193;Ontology_term=GO:0005509,GO:0005515,GO:0016020,GO:0030154;"
"641.2","ENA|OLKM01001031|OLKM01001031.1 70664","OLKM01001031.1",70665,"Name=MEAE_00052358;Alias=snap_masked-MeA_20160214_scaffold_1030-processed-gene-0.111;Note=Protein of unknown function;"
"643","ENA|OLKM01001037|OLKM01001037.1 10510","OLKM01001037.1",10511,"Name=MEAE_00052552;Alias=genemark-MeA_20160214_scaffold_1036-processed-gene-0.1;Note=Similar to ASB3: Ankyrin repeat and SOCS box protein 3 (Bos taurus);Dbxref=Gene3D:G3DSA:1.25.40.20,InterPro:IPR001496,InterPro:IPR002110,InterPro:IPR020683,PANTHER:PTHR24188,PANTHER:PTHR24188:SF24,Pfam:PF07525,Pfam:PF12796,ProSiteProfiles:PS50088,ProSiteProfiles:PS50225,ProSiteProfiles:PS50297,SMART:SM00248,SMART:SM00969,SUPERFAMILY:SSF158235,SUPERFAMILY:SSF48403;Ontology_term=GO:0005515,GO:0035556;"
"643.4","ENA|OLKM01001037|OLKM01001037.1 10510","OLKM01001037.1",10511,"Name=MEAE_00052553;Alias=maker-MeA_20160214_scaffold_1036-snap-gene-0.144;Note=Protein of unknown function;"
"646","ENA|OLKM01001041|OLKM01001041.1 36031","OLKM01001041.1",36032,"Name=MEAE_00052653;Alias=maker-MeA_20160214_scaffold_1040-snap-gene-0.114;Note=Similar to PARP12: Poly [ADP-ribose] polymerase 12 (Homo sapiens);Dbxref=Gene3D:G3DSA:3.90.228.10,InterPro:IPR000571,InterPro:IPR004170,InterPro:IPR012317,InterPro:IPR018123,PANTHER:PTHR14453,PANTHER:PTHR14453:SF15,Pfam:PF00644,Pfam:PF02825,ProSiteProfiles:PS50103,ProSiteProfiles:PS50918,ProSiteProfiles:PS51059,SMART:SM00678,SUPERFAMILY:SSF117839,SUPERFAMILY:SSF56399;Ontology_term=GO:0003950,GO:0008270,GO:0046872;"
"646.2","ENA|OLKM01001041|OLKM01001041.1 36031","OLKM01001041.1",36032,"Name=MEAE_00052654;Alias=augustus_masked-MeA_20160214_scaffold_1040-processed-gene-0.60;Note=Similar to F52C9.6: Putative uncharacterized transposon-derived protein F52C9.6 (Caenorhabditis elegans);Dbxref=InterPro:IPR000477,PANTHER:PTHR25952,PANTHER:PTHR25952:SF187,Pfam:PF00078,ProSiteProfiles:PS50878,SUPERFAMILY:SSF56672;Ontology_term=GO:0003723,GO:0003964,GO:0006278;"
"647","ENA|OLKM01001041|OLKM01001041.1 36033","OLKM01001041.1",36034,"Name=MEAE_00052653;Alias=maker-MeA_20160214_scaffold_1040-snap-gene-0.114;Note=Similar to PARP12: Poly [ADP-ribose] polymerase 12 (Homo sapiens);Dbxref=Gene3D:G3DSA:3.90.228.10,InterPro:IPR000571,InterPro:IPR004170,InterPro:IPR012317,InterPro:IPR018123,PANTHER:PTHR14453,PANTHER:PTHR14453:SF15,Pfam:PF00644,Pfam:PF02825,ProSiteProfiles:PS50103,ProSiteProfiles:PS50918,ProSiteProfiles:PS51059,SMART:SM00678,SUPERFAMILY:SSF117839,SUPERFAMILY:SSF56399;Ontology_term=GO:0003950,GO:0008270,GO:0046872;"
"647.2","ENA|OLKM01001041|OLKM01001041.1 36033","OLKM01001041.1",36034,"Name=MEAE_00052654;Alias=augustus_masked-MeA_20160214_scaffold_1040-processed-gene-0.60;Note=Similar to F52C9.6: Putative uncharacterized transposon-derived protein F52C9.6 (Caenorhabditis elegans);Dbxref=InterPro:IPR000477,PANTHER:PTHR25952,PANTHER:PTHR25952:SF187,Pfam:PF00078,ProSiteProfiles:PS50878,SUPERFAMILY:SSF56672;Ontology_term=GO:0003723,GO:0003964,GO:0006278;"
"648","ENA|OLKM01001042|OLKM01001042.1 3120","OLKM01001042.1",3121,"Name=MEAE_00052673;Alias=maker-MeA_20160214_scaffold_1041-snap-gene-0.133;Note=Similar to SMC1B: Structural maintenance of chromosomes protein 1B (Homo sapiens);Dbxref=Coils:Coil,Gene3D:G3DSA:3.40.50.300,InterPro:IPR003395,InterPro:IPR010935,InterPro:IPR027417,PANTHER:PTHR18937,PANTHER:PTHR18937:SF147,Pfam:PF02463,SUPERFAMILY:SSF52540,SUPERFAMILY:SSF75553;Ontology_term=GO:0005515,GO:0005524,GO:0005694,GO:0051276;"
"648.2","ENA|OLKM01001042|OLKM01001042.1 3120","OLKM01001042.1",3121,"Name=MEAE_00052672;Alias=maker-MeA_20160214_scaffold_1041-snap-gene-0.141;Note=Protein of unknown function;"
"649","ENA|OLKM01001042|OLKM01001042.1 3648","OLKM01001042.1",3649,"Name=MEAE_00052673;Alias=maker-MeA_20160214_scaffold_1041-snap-gene-0.133;Note=Similar to SMC1B: Structural maintenance of chromosomes protein 1B (Homo sapiens);Dbxref=Coils:Coil,Gene3D:G3DSA:3.40.50.300,InterPro:IPR003395,InterPro:IPR010935,InterPro:IPR027417,PANTHER:PTHR18937,PANTHER:PTHR18937:SF147,Pfam:PF02463,SUPERFAMILY:SSF52540,SUPERFAMILY:SSF75553;Ontology_term=GO:0005515,GO:0005524,GO:0005694,GO:0051276;"
"649.2","ENA|OLKM01001042|OLKM01001042.1 3648","OLKM01001042.1",3649,"Name=MEAE_00052672;Alias=maker-MeA_20160214_scaffold_1041-snap-gene-0.141;Note=Protein of unknown function;"
"650","ENA|OLKM01001042|OLKM01001042.1 123157","OLKM01001042.1",123158,"Name=MEAE_00052689;Alias=maker-MeA_20160214_scaffold_1041-snap-gene-0.135;Note=Protein of unknown function;"
"650.2","ENA|OLKM01001042|OLKM01001042.1 123157","OLKM01001042.1",123158,"Name=MEAE_00052688;Alias=maker-MeA_20160214_scaffold_1041-snap-gene-0.145;Note=Similar to Kif21a: Kinesin-like protein KIF21A (Mus musculus);Dbxref=Coils:Coil,Gene3D:G3DSA:2.130.10.10,Gene3D:G3DSA:3.40.850.10,InterPro:IPR001680,InterPro:IPR001752,InterPro:IPR009053,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR019821,InterPro:IPR027417,InterPro:IPR027640,PANTHER:PTHR24115,PANTHER:PTHR24115:SF398,PRINTS:PR00380,Pfam:PF00225,Pfam:PF00400,ProSitePatterns:PS00411,ProSitePatterns:PS00678,ProSiteProfiles:PS50067,ProSiteProfiles:PS50082,ProSiteProfiles:PS50294,SMART:SM00129,SMART:SM00320,SUPERFAMILY:SSF46579,SUPERFAMILY:SSF50978,SUPERFAMILY:SSF52540;Ontology_term=GO:0003777,GO:0005515,GO:0005524,GO:0005871,GO:0007018,GO:0008017;"
"651","ENA|OLKM01001051|OLKM01001051.1 147385","OLKM01001051.1",147386,"Name=MEAE_00052914;Alias=maker-MeA_20160214_scaffold_1050-snap-gene-0.78;Note=Similar to PARP14: Poly [ADP-ribose] polymerase 14 (Homo sapiens);Dbxref=PANTHER:PTHR14453,PANTHER:PTHR14453:SF53;"
"652","ENA|OLKM01001058|OLKM01001058.1 61948","OLKM01001058.1",61949,"Name=MEAE_00053083;Alias=maker-MeA_20160214_scaffold_1057-snap-gene-0.115;Note=Similar to PKD1: Polycystin-1 (Homo sapiens);Dbxref=Coils:Coil,Gene3D:G3DSA:2.60.40.670,Gene3D:G3DSA:2.60.60.20,Gene3D:G3DSA:3.80.10.10,InterPro:IPR000203,InterPro:IPR000434,InterPro:IPR000483,InterPro:IPR000601,InterPro:IPR001024,InterPro:IPR002859,InterPro:IPR002889,InterPro:IPR006228,InterPro:IPR008976,InterPro:IPR013122,InterPro:IPR013994,InterPro:IPR014010,InterPro:IPR022409,PANTHER:PTHR10877,PANTHER:PTHR10877:SF118,PRINTS:PR00500,Pfam:PF00801,Pfam:PF01477,Pfam:PF01822,Pfam:PF01825,Pfam:PF02010,Pfam:PF08016,ProSiteProfiles:PS50093,ProSiteProfiles:PS50095,ProSiteProfiles:PS50221,ProSiteProfiles:PS51111,ProSiteProfiles:PS51212,SMART:SM00082,SMART:SM00089,SMART:SM00303,SMART:SM00308,SMART:SM00321,SUPERFAMILY:SSF49299,SUPERFAMILY:SSF49723,TIGRFAM:TIGR00864;Ontology_term=GO:0005515,GO:0007218,GO:0016020,GO:0016021;"
"652.2","ENA|OLKM01001058|OLKM01001058.1 61948","OLKM01001058.1",61949,"Name=MEAE_00053090;Alias=snap_masked-MeA_20160214_scaffold_1057-processed-gene-0.86;Note=Protein of unknown function;"
"655","ENA|OLKM01001060|OLKM01001060.1 138053","OLKM01001060.1",138054,"Name=MEAE_00053151;Alias=snap_masked-MeA_20160214_scaffold_1059-processed-gene-0.51;Note=Protein of unknown function;"
"656","ENA|OLKM01001060|OLKM01001060.1 138055","OLKM01001060.1",138056,"Name=MEAE_00053151;Alias=snap_masked-MeA_20160214_scaffold_1059-processed-gene-0.51;Note=Protein of unknown function;"
"657","ENA|OLKM01001060|OLKM01001060.1 138274","OLKM01001060.1",138275,"Name=MEAE_00053151;Alias=snap_masked-MeA_20160214_scaffold_1059-processed-gene-0.51;Note=Protein of unknown function;"
"658","ENA|OLKM01001062|OLKM01001062.1 93598","OLKM01001062.1",93599,"Name=MEAE_00053217;Alias=snap_masked-MeA_20160214_scaffold_1061-processed-gene-0.90;Note=Protein of unknown function;"
"659","ENA|OLKM01001067|OLKM01001067.1 172900","OLKM01001067.1",172901,"Name=MEAE_00053357;Alias=augustus_masked-MeA_20160214_scaffold_1066-processed-gene-0.70;Note=Protein of unknown function;"
"660","ENA|OLKM01001067|OLKM01001067.1 173445","OLKM01001067.1",173446,"Name=MEAE_00053357;Alias=augustus_masked-MeA_20160214_scaffold_1066-processed-gene-0.70;Note=Protein of unknown function;"
"661","ENA|OLKM01001071|OLKM01001071.1 57617","OLKM01001071.1",57618,"Name=MEAE_00053456;Alias=maker-MeA_20160214_scaffold_1070-snap-gene-0.99;Note=Similar to FAM234B: Protein FAM234B (Gallus gallus);Dbxref=Coils:Coil,PANTHER:PTHR21419,PANTHER:PTHR21419:SF25,SUPERFAMILY:SSF69318;"
"661.4","ENA|OLKM01001071|OLKM01001071.1 57617","OLKM01001071.1",57618,"Name=MEAE_00053454;Alias=maker-MeA_20160214_scaffold_1070-snap-gene-0.106;Note=Similar to Rrp7a: Ribosomal RNA-processing protein 7 homolog A (Mus musculus);Dbxref=Coils:Coil,Gene3D:G3DSA:3.30.70.330,InterPro:IPR012677,InterPro:IPR024326,PANTHER:PTHR13191,Pfam:PF12923,SUPERFAMILY:SSF54928;Ontology_term=GO:0000166;"
"664","ENA|OLKM01001073|OLKM01001073.1 30483","OLKM01001073.1",30484,"Name=MEAE_00053499;Alias=snap_masked-MeA_20160214_scaffold_1072-processed-gene-0.60;Note=Similar to Snx13: Sorting nexin-13 (Mus musculus);Dbxref=Gene3D:G3DSA:1.10.167.10,Gene3D:G3DSA:3.30.1520.10,InterPro:IPR000342,InterPro:IPR001683,InterPro:IPR003114,InterPro:IPR013996,InterPro:IPR016137,PANTHER:PTHR22775,PANTHER:PTHR22775:SF26,Pfam:PF00615,Pfam:PF00787,Pfam:PF02194,ProSiteProfiles:PS50132,ProSiteProfiles:PS50195,ProSiteProfiles:PS51207,SMART:SM00313,SMART:SM00315,SUPERFAMILY:SSF48097,SUPERFAMILY:SSF64268;Ontology_term=GO:0035091,GO:0038032;"
"665","ENA|OLKM01001074|OLKM01001074.1 95528","OLKM01001074.1",95529,"Name=MEAE_00053536;Alias=snap_masked-MeA_20160214_scaffold_1073-processed-gene-0.67;Note=Protein of unknown function;"
