"","Loc","scaffold","position","gff_scaffold","scaffold.1","V2","feature_type","start","end","V6","V7","V8","ID","Name","Alias","Note"
"4678.2","ENA|OLKM01000052|OLKM01000052.1 485401","OLKM01000052.1",485402,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",474812,503324,".","-",".","ID=MEAE_00006380","MEAE_00006380","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.336","Similar to FAM208A: Protein TASOR (Homo sapiens)"
"4679","ENA|OLKM01000052|OLKM01000052.1 485471","OLKM01000052.1",485472,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",479663,518568,".","+",".","ID=MEAE_00006381","MEAE_00006381","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.308","Protein of unknown function"
"4679.2","ENA|OLKM01000052|OLKM01000052.1 485471","OLKM01000052.1",485472,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",474812,503324,".","-",".","ID=MEAE_00006380","MEAE_00006380","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.336","Similar to FAM208A: Protein TASOR (Homo sapiens)"
"4680","ENA|OLKM01000052|OLKM01000052.1 485644","OLKM01000052.1",485645,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",479663,518568,".","+",".","ID=MEAE_00006381","MEAE_00006381","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.308","Protein of unknown function"
"4680.2","ENA|OLKM01000052|OLKM01000052.1 485644","OLKM01000052.1",485645,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",474812,503324,".","-",".","ID=MEAE_00006380","MEAE_00006380","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.336","Similar to FAM208A: Protein TASOR (Homo sapiens)"
"4681","ENA|OLKM01000052|OLKM01000052.1 515113","OLKM01000052.1",515114,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",479663,518568,".","+",".","ID=MEAE_00006381","MEAE_00006381","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.308","Protein of unknown function"
"4681.2","ENA|OLKM01000052|OLKM01000052.1 515113","OLKM01000052.1",515114,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",510851,518055,".","-",".","ID=MEAE_00006382","MEAE_00006382","Alias=maker-MeA_20160214_scaffold_51-augustus-gene-1.280","Similar to Arhgef3: Rho guanine nucleotide exchange factor 3 (Mus musculus)"
"4682","ENA|OLKM01000052|OLKM01000052.1 516419","OLKM01000052.1",516420,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",479663,518568,".","+",".","ID=MEAE_00006381","MEAE_00006381","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.308","Protein of unknown function"
"4682.2","ENA|OLKM01000052|OLKM01000052.1 516419","OLKM01000052.1",516420,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",510851,518055,".","-",".","ID=MEAE_00006382","MEAE_00006382","Alias=maker-MeA_20160214_scaffold_51-augustus-gene-1.280","Similar to Arhgef3: Rho guanine nucleotide exchange factor 3 (Mus musculus)"
"4686","ENA|OLKM01000052|OLKM01000052.1 523648","OLKM01000052.1",523649,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",522732,536875,".","-",".","ID=MEAE_00006383","MEAE_00006383","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.337","Similar to il17rd: Interleukin-17 receptor D (Danio rerio)"
"4687","ENA|OLKM01000052|OLKM01000052.1 530006","OLKM01000052.1",530007,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",522732,536875,".","-",".","ID=MEAE_00006383","MEAE_00006383","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.337","Similar to il17rd: Interleukin-17 receptor D (Danio rerio)"
"4687.2","ENA|OLKM01000052|OLKM01000052.1 530006","OLKM01000052.1",530007,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",529076,536621,".","+",".","ID=MEAE_00006384","MEAE_00006384","Alias=snap_masked-MeA_20160214_scaffold_51-processed-gene-1.195","Protein of unknown function"
"4688","ENA|OLKM01000052|OLKM01000052.1 530059","OLKM01000052.1",530060,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",522732,536875,".","-",".","ID=MEAE_00006383","MEAE_00006383","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.337","Similar to il17rd: Interleukin-17 receptor D (Danio rerio)"
"4688.2","ENA|OLKM01000052|OLKM01000052.1 530059","OLKM01000052.1",530060,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",529076,536621,".","+",".","ID=MEAE_00006384","MEAE_00006384","Alias=snap_masked-MeA_20160214_scaffold_51-processed-gene-1.195","Protein of unknown function"
"4689","ENA|OLKM01000052|OLKM01000052.1 530895","OLKM01000052.1",530896,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",522732,536875,".","-",".","ID=MEAE_00006383","MEAE_00006383","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.337","Similar to il17rd: Interleukin-17 receptor D (Danio rerio)"
"4689.2","ENA|OLKM01000052|OLKM01000052.1 530895","OLKM01000052.1",530896,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",529076,536621,".","+",".","ID=MEAE_00006384","MEAE_00006384","Alias=snap_masked-MeA_20160214_scaffold_51-processed-gene-1.195","Protein of unknown function"
"4691","ENA|OLKM01000052|OLKM01000052.1 555057","OLKM01000052.1",555058,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",554762,555469,".","-",".","ID=MEAE_00006389","MEAE_00006389","Alias=augustus_masked-MeA_20160214_scaffold_51-processed-gene-1.148","Similar to JAG2: Protein jagged-2 (Homo sapiens)"
"4692","ENA|OLKM01000052|OLKM01000052.1 562571","OLKM01000052.1",562572,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",558466,564007,".","-",".","ID=MEAE_00006391","MEAE_00006391","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.341","Similar to Cidec: Cell death activator CIDE-3 (Rattus norvegicus)"
"4693","ENA|OLKM01000052|OLKM01000052.1 585604","OLKM01000052.1",585605,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",583688,590165,".","+",".","ID=MEAE_00006397","MEAE_00006397","Alias=maker-MeA_20160214_scaffold_51-augustus-gene-1.257","Similar to RPN1: Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Macaca fascicularis)"
"4695","ENA|OLKM01000052|OLKM01000052.1 646091","OLKM01000052.1",646092,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",618617,674689,".","+",".","ID=MEAE_00006404","MEAE_00006404","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.313","Protein of unknown function"
"4695.2","ENA|OLKM01000052|OLKM01000052.1 646091","OLKM01000052.1",646092,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",624691,669253,".","-",".","ID=MEAE_00006405","MEAE_00006405","Alias=snap_masked-MeA_20160214_scaffold_51-processed-gene-1.239","Protein of unknown function"
"4696","ENA|OLKM01000052|OLKM01000052.1 647482","OLKM01000052.1",647483,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",618617,674689,".","+",".","ID=MEAE_00006404","MEAE_00006404","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.313","Protein of unknown function"
"4696.2","ENA|OLKM01000052|OLKM01000052.1 647482","OLKM01000052.1",647483,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",624691,669253,".","-",".","ID=MEAE_00006405","MEAE_00006405","Alias=snap_masked-MeA_20160214_scaffold_51-processed-gene-1.239","Protein of unknown function"
"4697","ENA|OLKM01000052|OLKM01000052.1 666306","OLKM01000052.1",666307,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",618617,674689,".","+",".","ID=MEAE_00006404","MEAE_00006404","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.313","Protein of unknown function"
"4697.2","ENA|OLKM01000052|OLKM01000052.1 666306","OLKM01000052.1",666307,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",624691,669253,".","-",".","ID=MEAE_00006405","MEAE_00006405","Alias=snap_masked-MeA_20160214_scaffold_51-processed-gene-1.239","Protein of unknown function"
"4698","ENA|OLKM01000052|OLKM01000052.1 666878","OLKM01000052.1",666879,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",618617,674689,".","+",".","ID=MEAE_00006404","MEAE_00006404","Alias=maker-MeA_20160214_scaffold_51-snap-gene-1.313","Protein of unknown function"
"4698.2","ENA|OLKM01000052|OLKM01000052.1 666878","OLKM01000052.1",666879,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",624691,669253,".","-",".","ID=MEAE_00006405","MEAE_00006405","Alias=snap_masked-MeA_20160214_scaffold_51-processed-gene-1.239","Protein of unknown function"
"4699","ENA|OLKM01000053|OLKM01000053.1 27311","OLKM01000053.1",27312,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",13785,64560,".","+",".","ID=MEAE_00006409","MEAE_00006409","Alias=augustus_masked-MeA_20160214_scaffold_52-processed-gene-0.41","Similar to cblb: E3 ubiquitin-protein ligase CBL-B (Xenopus tropicalis)"
"4700","ENA|OLKM01000053|OLKM01000053.1 44079","OLKM01000053.1",44080,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",13785,64560,".","+",".","ID=MEAE_00006409","MEAE_00006409","Alias=augustus_masked-MeA_20160214_scaffold_52-processed-gene-0.41","Similar to cblb: E3 ubiquitin-protein ligase CBL-B (Xenopus tropicalis)"
"4700.4","ENA|OLKM01000053|OLKM01000053.1 44079","OLKM01000053.1",44080,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",38630,48148,".","-",".","ID=MEAE_00006411","MEAE_00006411","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-0.65","Protein of unknown function"
"4701","ENA|OLKM01000053|OLKM01000053.1 51762","OLKM01000053.1",51763,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",13785,64560,".","+",".","ID=MEAE_00006409","MEAE_00006409","Alias=augustus_masked-MeA_20160214_scaffold_52-processed-gene-0.41","Similar to cblb: E3 ubiquitin-protein ligase CBL-B (Xenopus tropicalis)"
"4701.4","ENA|OLKM01000053|OLKM01000053.1 51762","OLKM01000053.1",51763,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",48934,51878,".","-",".","ID=MEAE_00006412","MEAE_00006412","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-0.66","Protein of unknown function"
"4702","ENA|OLKM01000053|OLKM01000053.1 52013","OLKM01000053.1",52014,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",13785,64560,".","+",".","ID=MEAE_00006409","MEAE_00006409","Alias=augustus_masked-MeA_20160214_scaffold_52-processed-gene-0.41","Similar to cblb: E3 ubiquitin-protein ligase CBL-B (Xenopus tropicalis)"
"4703","ENA|OLKM01000053|OLKM01000053.1 99621","OLKM01000053.1",99622,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",68904,146902,".","-",".","ID=MEAE_00006416","MEAE_00006416","Alias=maker-MeA_20160214_scaffold_52-snap-gene-0.98","Similar to alcam: CD166 antigen homolog (Carassius auratus)"
"4704","ENA|OLKM01000053|OLKM01000053.1 99628","OLKM01000053.1",99629,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",68904,146902,".","-",".","ID=MEAE_00006416","MEAE_00006416","Alias=maker-MeA_20160214_scaffold_52-snap-gene-0.98","Similar to alcam: CD166 antigen homolog (Carassius auratus)"
"4705","ENA|OLKM01000053|OLKM01000053.1 105769","OLKM01000053.1",105770,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",68904,146902,".","-",".","ID=MEAE_00006416","MEAE_00006416","Alias=maker-MeA_20160214_scaffold_52-snap-gene-0.98","Similar to alcam: CD166 antigen homolog (Carassius auratus)"
"4706","ENA|OLKM01000053|OLKM01000053.1 108323","OLKM01000053.1",108324,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",68904,146902,".","-",".","ID=MEAE_00006416","MEAE_00006416","Alias=maker-MeA_20160214_scaffold_52-snap-gene-0.98","Similar to alcam: CD166 antigen homolog (Carassius auratus)"
"4707","ENA|OLKM01000053|OLKM01000053.1 108366","OLKM01000053.1",108367,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",68904,146902,".","-",".","ID=MEAE_00006416","MEAE_00006416","Alias=maker-MeA_20160214_scaffold_52-snap-gene-0.98","Similar to alcam: CD166 antigen homolog (Carassius auratus)"
"4708","ENA|OLKM01000053|OLKM01000053.1 108388","OLKM01000053.1",108389,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",68904,146902,".","-",".","ID=MEAE_00006416","MEAE_00006416","Alias=maker-MeA_20160214_scaffold_52-snap-gene-0.98","Similar to alcam: CD166 antigen homolog (Carassius auratus)"
"4709","ENA|OLKM01000053|OLKM01000053.1 109262","OLKM01000053.1",109263,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",68904,146902,".","-",".","ID=MEAE_00006416","MEAE_00006416","Alias=maker-MeA_20160214_scaffold_52-snap-gene-0.98","Similar to alcam: CD166 antigen homolog (Carassius auratus)"
"4710","ENA|OLKM01000053|OLKM01000053.1 109691","OLKM01000053.1",109692,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",68904,146902,".","-",".","ID=MEAE_00006416","MEAE_00006416","Alias=maker-MeA_20160214_scaffold_52-snap-gene-0.98","Similar to alcam: CD166 antigen homolog (Carassius auratus)"
"4711","ENA|OLKM01000053|OLKM01000053.1 117001","OLKM01000053.1",117002,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",68904,146902,".","-",".","ID=MEAE_00006416","MEAE_00006416","Alias=maker-MeA_20160214_scaffold_52-snap-gene-0.98","Similar to alcam: CD166 antigen homolog (Carassius auratus)"
"4712","ENA|OLKM01000053|OLKM01000053.1 119530","OLKM01000053.1",119531,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",68904,146902,".","-",".","ID=MEAE_00006416","MEAE_00006416","Alias=maker-MeA_20160214_scaffold_52-snap-gene-0.98","Similar to alcam: CD166 antigen homolog (Carassius auratus)"
"4713","ENA|OLKM01000053|OLKM01000053.1 120231","OLKM01000053.1",120232,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",68904,146902,".","-",".","ID=MEAE_00006416","MEAE_00006416","Alias=maker-MeA_20160214_scaffold_52-snap-gene-0.98","Similar to alcam: CD166 antigen homolog (Carassius auratus)"
"4714","ENA|OLKM01000053|OLKM01000053.1 144525","OLKM01000053.1",144526,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",68904,146902,".","-",".","ID=MEAE_00006416","MEAE_00006416","Alias=maker-MeA_20160214_scaffold_52-snap-gene-0.98","Similar to alcam: CD166 antigen homolog (Carassius auratus)"
"4715","ENA|OLKM01000053|OLKM01000053.1 154968","OLKM01000053.1",154969,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",152856,156056,".","-",".","ID=MEAE_00006424","MEAE_00006424","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-0.72","Similar to Zpld1: Zona pellucida-like domain-containing protein 1 (Mus musculus)"
"4717","ENA|OLKM01000053|OLKM01000053.1 204272","OLKM01000053.1",204273,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",202946,207858,".","-",".","ID=MEAE_00006429","MEAE_00006429","Alias=maker-MeA_20160214_scaffold_52-augustus-gene-0.87","Similar to CCDC83: Coiled-coil domain-containing protein 83 (Bos taurus)"
"4717.4","ENA|OLKM01000053|OLKM01000053.1 204272","OLKM01000053.1",204273,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",203768,205596,".","+",".","ID=MEAE_00006430","MEAE_00006430","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-0.62","Protein of unknown function"
"4718","ENA|OLKM01000053|OLKM01000053.1 204881","OLKM01000053.1",204882,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",202946,207858,".","-",".","ID=MEAE_00006429","MEAE_00006429","Alias=maker-MeA_20160214_scaffold_52-augustus-gene-0.87","Similar to CCDC83: Coiled-coil domain-containing protein 83 (Bos taurus)"
"4718.4","ENA|OLKM01000053|OLKM01000053.1 204881","OLKM01000053.1",204882,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",203768,205596,".","+",".","ID=MEAE_00006430","MEAE_00006430","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-0.62","Protein of unknown function"
"4719","ENA|OLKM01000053|OLKM01000053.1 214598","OLKM01000053.1",214599,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",214325,215412,".","-",".","ID=MEAE_00006432","MEAE_00006432","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-0.77","Protein of unknown function"
"4719.4","ENA|OLKM01000053|OLKM01000053.1 214598","OLKM01000053.1",214599,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",206584,223304,".","+",".","ID=MEAE_00006431","MEAE_00006431","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-1.129","Similar to Sytl2: Synaptotagmin-like protein 2 (Mus musculus)"
"4720","ENA|OLKM01000053|OLKM01000053.1 214613","OLKM01000053.1",214614,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",214325,215412,".","-",".","ID=MEAE_00006432","MEAE_00006432","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-0.77","Protein of unknown function"
"4720.2","ENA|OLKM01000053|OLKM01000053.1 214613","OLKM01000053.1",214614,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",206584,223304,".","+",".","ID=MEAE_00006431","MEAE_00006431","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-1.129","Similar to Sytl2: Synaptotagmin-like protein 2 (Mus musculus)"
"4721","ENA|OLKM01000053|OLKM01000053.1 270217","OLKM01000053.1",270218,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",224306,307451,".","+",".","ID=MEAE_00006434","MEAE_00006434","Alias=maker-MeA_20160214_scaffold_52-snap-gene-1.202","Similar to dlg1: Disks large 1 tumor suppressor protein (Drosophila melanogaster)"
"4721.2","ENA|OLKM01000053|OLKM01000053.1 270217","OLKM01000053.1",270218,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",269071,275704,".","-",".","ID=MEAE_00006436","MEAE_00006436","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-1.134","Protein of unknown function"
"4722","ENA|OLKM01000053|OLKM01000053.1 270239","OLKM01000053.1",270240,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",224306,307451,".","+",".","ID=MEAE_00006434","MEAE_00006434","Alias=maker-MeA_20160214_scaffold_52-snap-gene-1.202","Similar to dlg1: Disks large 1 tumor suppressor protein (Drosophila melanogaster)"
"4722.2","ENA|OLKM01000053|OLKM01000053.1 270239","OLKM01000053.1",270240,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",269071,275704,".","-",".","ID=MEAE_00006436","MEAE_00006436","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-1.134","Protein of unknown function"
"4723","ENA|OLKM01000053|OLKM01000053.1 299635","OLKM01000053.1",299636,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",224306,307451,".","+",".","ID=MEAE_00006434","MEAE_00006434","Alias=maker-MeA_20160214_scaffold_52-snap-gene-1.202","Similar to dlg1: Disks large 1 tumor suppressor protein (Drosophila melanogaster)"
"4723.2","ENA|OLKM01000053|OLKM01000053.1 299635","OLKM01000053.1",299636,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",288914,312078,".","-",".","ID=MEAE_00006438","MEAE_00006438","Alias=maker-MeA_20160214_scaffold_52-snap-gene-1.218","Protein of unknown function"
"4724","ENA|OLKM01000053|OLKM01000053.1 299679","OLKM01000053.1",299680,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",224306,307451,".","+",".","ID=MEAE_00006434","MEAE_00006434","Alias=maker-MeA_20160214_scaffold_52-snap-gene-1.202","Similar to dlg1: Disks large 1 tumor suppressor protein (Drosophila melanogaster)"
"4724.2","ENA|OLKM01000053|OLKM01000053.1 299679","OLKM01000053.1",299680,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",288914,312078,".","-",".","ID=MEAE_00006438","MEAE_00006438","Alias=maker-MeA_20160214_scaffold_52-snap-gene-1.218","Protein of unknown function"
"4726","ENA|OLKM01000053|OLKM01000053.1 323955","OLKM01000053.1",323956,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",323937,330879,".","+",".","ID=MEAE_00006442","MEAE_00006442","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-1.139","Similar to dlg2: Disks large homolog 2 (Danio rerio)"
"4727","ENA|OLKM01000053|OLKM01000053.1 332922","OLKM01000053.1",332923,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",330515,332970,".","-",".","ID=MEAE_00006444","MEAE_00006444","Alias=genemark-MeA_20160214_scaffold_52-processed-gene-1.70","Protein of unknown function"
"4728","ENA|OLKM01000053|OLKM01000053.1 338541","OLKM01000053.1",338542,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",334491,354395,".","-",".","ID=MEAE_00006447","MEAE_00006447","Alias=maker-MeA_20160214_scaffold_52-snap-gene-1.216","Protein of unknown function"
"4729","ENA|OLKM01000053|OLKM01000053.1 339104","OLKM01000053.1",339105,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",338854,354471,".","+",".","ID=MEAE_00006448","MEAE_00006448","Alias=genemark-MeA_20160214_scaffold_52-processed-gene-1.29","Similar to dlg2: Disks large homolog 2 (Danio rerio)"
"4729.2","ENA|OLKM01000053|OLKM01000053.1 339104","OLKM01000053.1",339105,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",334491,354395,".","-",".","ID=MEAE_00006447","MEAE_00006447","Alias=maker-MeA_20160214_scaffold_52-snap-gene-1.216","Protein of unknown function"
"4730","ENA|OLKM01000053|OLKM01000053.1 345044","OLKM01000053.1",345045,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",338854,354471,".","+",".","ID=MEAE_00006448","MEAE_00006448","Alias=genemark-MeA_20160214_scaffold_52-processed-gene-1.29","Similar to dlg2: Disks large homolog 2 (Danio rerio)"
"4730.4","ENA|OLKM01000053|OLKM01000053.1 345044","OLKM01000053.1",345045,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",334491,354395,".","-",".","ID=MEAE_00006447","MEAE_00006447","Alias=maker-MeA_20160214_scaffold_52-snap-gene-1.216","Protein of unknown function"
"4731","ENA|OLKM01000053|OLKM01000053.1 405950","OLKM01000053.1",405951,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",399717,413802,".","+",".","ID=MEAE_00006455","MEAE_00006455","Alias=augustus_masked-MeA_20160214_scaffold_52-processed-gene-1.118","Similar to hyou1: Hypoxia up-regulated protein 1 (Danio rerio)"
"4732","ENA|OLKM01000053|OLKM01000053.1 444664","OLKM01000053.1",444665,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",444405,445379,".","+",".","ID=MEAE_00006459","MEAE_00006459","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-1.151","Protein of unknown function"
"4736","ENA|OLKM01000053|OLKM01000053.1 575175","OLKM01000053.1",575176,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",568216,576322,".","+",".","ID=MEAE_00006472","MEAE_00006472","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-1.154","Protein of unknown function"
"4737","ENA|OLKM01000053|OLKM01000053.1 575193","OLKM01000053.1",575194,"MeA_20160214_scaffold_52","OLKM01000053.1","maker","gene",568216,576322,".","+",".","ID=MEAE_00006472","MEAE_00006472","Alias=snap_masked-MeA_20160214_scaffold_52-processed-gene-1.154","Protein of unknown function"
"4740","ENA|OLKM01000054|OLKM01000054.1 32818","OLKM01000054.1",32819,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",62,147185,".","+",".","ID=MEAE_00006487","MEAE_00006487","Alias=maker-MeA_20160214_scaffold_53-snap-gene-0.50","Similar to Cadm2: Cell adhesion molecule 2 (Mus musculus)"
"4740.4","ENA|OLKM01000054|OLKM01000054.1 32818","OLKM01000054.1",32819,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",3925,65951,".","-",".","ID=MEAE_00006489","MEAE_00006489","Alias=maker-MeA_20160214_scaffold_53-snap-gene-1.302","Protein of unknown function"
"4741","ENA|OLKM01000054|OLKM01000054.1 64600","OLKM01000054.1",64601,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",62,147185,".","+",".","ID=MEAE_00006487","MEAE_00006487","Alias=maker-MeA_20160214_scaffold_53-snap-gene-0.50","Similar to Cadm2: Cell adhesion molecule 2 (Mus musculus)"
"4741.2","ENA|OLKM01000054|OLKM01000054.1 64600","OLKM01000054.1",64601,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",3925,65951,".","-",".","ID=MEAE_00006489","MEAE_00006489","Alias=maker-MeA_20160214_scaffold_53-snap-gene-1.302","Protein of unknown function"
"4742","ENA|OLKM01000054|OLKM01000054.1 75516","OLKM01000054.1",75517,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",62,147185,".","+",".","ID=MEAE_00006487","MEAE_00006487","Alias=maker-MeA_20160214_scaffold_53-snap-gene-0.50","Similar to Cadm2: Cell adhesion molecule 2 (Mus musculus)"
"4742.2","ENA|OLKM01000054|OLKM01000054.1 75516","OLKM01000054.1",75517,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",69242,76358,".","-",".","ID=MEAE_00006490","MEAE_00006490","Alias=augustus_masked-MeA_20160214_scaffold_53-processed-gene-1.132","Protein of unknown function"
"4743","ENA|OLKM01000054|OLKM01000054.1 83913","OLKM01000054.1",83914,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",62,147185,".","+",".","ID=MEAE_00006487","MEAE_00006487","Alias=maker-MeA_20160214_scaffold_53-snap-gene-0.50","Similar to Cadm2: Cell adhesion molecule 2 (Mus musculus)"
"4744","ENA|OLKM01000054|OLKM01000054.1 126845","OLKM01000054.1",126846,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",62,147185,".","+",".","ID=MEAE_00006487","MEAE_00006487","Alias=maker-MeA_20160214_scaffold_53-snap-gene-0.50","Similar to Cadm2: Cell adhesion molecule 2 (Mus musculus)"
"4745","ENA|OLKM01000054|OLKM01000054.1 132876","OLKM01000054.1",132877,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",62,147185,".","+",".","ID=MEAE_00006487","MEAE_00006487","Alias=maker-MeA_20160214_scaffold_53-snap-gene-0.50","Similar to Cadm2: Cell adhesion molecule 2 (Mus musculus)"
"4745.2","ENA|OLKM01000054|OLKM01000054.1 132876","OLKM01000054.1",132877,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",128920,137792,".","-",".","ID=MEAE_00006497","MEAE_00006497","Alias=snap_masked-MeA_20160214_scaffold_53-processed-gene-1.179","Similar to HEPH: Hephaestin (Homo sapiens)"
"4746","ENA|OLKM01000054|OLKM01000054.1 134881","OLKM01000054.1",134882,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",62,147185,".","+",".","ID=MEAE_00006487","MEAE_00006487","Alias=maker-MeA_20160214_scaffold_53-snap-gene-0.50","Similar to Cadm2: Cell adhesion molecule 2 (Mus musculus)"
