"","Loc","scaffold","position","gff_scaffold","scaffold.1","V2","feature_type","start","end","V6","V7","V8","ID","Name","Alias","Note"
"1059","ENA|OLKM01001936|OLKM01001936.1 58572","OLKM01001936.1",58573,"MeA_20160214_scaffold_1935","OLKM01001936.1","maker","gene",50172,60198,".","-",".","ID=MEAE_00070722","MEAE_00070722","Alias=snap_masked-MeA_20160214_scaffold_1935-processed-gene-0.34","Protein of unknown function"
"1060","ENA|OLKM01001936|OLKM01001936.1 61546","OLKM01001936.1",61547,"MeA_20160214_scaffold_1935","OLKM01001936.1","maker","gene",59046,61737,".","+",".","ID=MEAE_00070723","MEAE_00070723","Alias=genemark-MeA_20160214_scaffold_1935-processed-gene-0.12","Protein of unknown function"
"1061","ENA|OLKM01001947|OLKM01001947.1 3840","OLKM01001947.1",3841,"MeA_20160214_scaffold_1946","OLKM01001947.1","maker","gene",1837,5344,".","-",".","ID=MEAE_00070875","MEAE_00070875","Alias=snap_masked-MeA_20160214_scaffold_1946-processed-gene-0.28","Protein of unknown function"
"1065","ENA|OLKM01001954|OLKM01001954.1 40738","OLKM01001954.1",40739,"MeA_20160214_scaffold_1953","OLKM01001954.1","maker","gene",36839,48536,".","-",".","ID=MEAE_00070962","MEAE_00070962","Alias=augustus_masked-MeA_20160214_scaffold_1953-processed-gene-0.16","Similar to galc: Galactocerebrosidase (Salmo salar)"
"1066","ENA|OLKM01001954|OLKM01001954.1 41102","OLKM01001954.1",41103,"MeA_20160214_scaffold_1953","OLKM01001954.1","maker","gene",36839,48536,".","-",".","ID=MEAE_00070962","MEAE_00070962","Alias=augustus_masked-MeA_20160214_scaffold_1953-processed-gene-0.16","Similar to galc: Galactocerebrosidase (Salmo salar)"
"1067","ENA|OLKM01001954|OLKM01001954.1 43124","OLKM01001954.1",43125,"MeA_20160214_scaffold_1953","OLKM01001954.1","maker","gene",36839,48536,".","-",".","ID=MEAE_00070962","MEAE_00070962","Alias=augustus_masked-MeA_20160214_scaffold_1953-processed-gene-0.16","Similar to galc: Galactocerebrosidase (Salmo salar)"
"1068","ENA|OLKM01001954|OLKM01001954.1 43144","OLKM01001954.1",43145,"MeA_20160214_scaffold_1953","OLKM01001954.1","maker","gene",36839,48536,".","-",".","ID=MEAE_00070962","MEAE_00070962","Alias=augustus_masked-MeA_20160214_scaffold_1953-processed-gene-0.16","Similar to galc: Galactocerebrosidase (Salmo salar)"
"1069","ENA|OLKM01001956|OLKM01001956.1 24643","OLKM01001956.1",24644,"MeA_20160214_scaffold_1955","OLKM01001956.1","maker","gene",20152,46316,".","-",".","ID=MEAE_00070985","MEAE_00070985","Alias=maker-MeA_20160214_scaffold_1955-augustus-gene-0.49","Similar to RNF38: E3 ubiquitin-protein ligase RNF38 (Homo sapiens)"
"1070","ENA|OLKM01001961|OLKM01001961.1 52545","OLKM01001961.1",52546,"MeA_20160214_scaffold_1960","OLKM01001961.1","maker","gene",43730,82918,".","+",".","ID=MEAE_00071066","MEAE_00071066","Alias=maker-MeA_20160214_scaffold_1960-snap-gene-0.45","Similar to Cd209a: CD209 antigen-like protein A (Mus musculus)"
"1070.2","ENA|OLKM01001961|OLKM01001961.1 52545","OLKM01001961.1",52546,"MeA_20160214_scaffold_1960","OLKM01001961.1","maker","gene",49910,57541,".","-",".","ID=MEAE_00071067","MEAE_00071067","Alias=snap_masked-MeA_20160214_scaffold_1960-processed-gene-0.38","Protein of unknown function"
"1071","ENA|OLKM01001961|OLKM01001961.1 56292","OLKM01001961.1",56293,"MeA_20160214_scaffold_1960","OLKM01001961.1","maker","gene",43730,82918,".","+",".","ID=MEAE_00071066","MEAE_00071066","Alias=maker-MeA_20160214_scaffold_1960-snap-gene-0.45","Similar to Cd209a: CD209 antigen-like protein A (Mus musculus)"
"1071.2","ENA|OLKM01001961|OLKM01001961.1 56292","OLKM01001961.1",56293,"MeA_20160214_scaffold_1960","OLKM01001961.1","maker","gene",49910,57541,".","-",".","ID=MEAE_00071067","MEAE_00071067","Alias=snap_masked-MeA_20160214_scaffold_1960-processed-gene-0.38","Protein of unknown function"
"1072","ENA|OLKM01001962|OLKM01001962.1 50120","OLKM01001962.1",50121,"MeA_20160214_scaffold_1961","OLKM01001962.1","maker","gene",28265,68909,".","-",".","ID=MEAE_00071072","MEAE_00071072","Alias=snap_masked-MeA_20160214_scaffold_1961-processed-gene-0.24","Similar to PRRC2C: Protein PRRC2C (Homo sapiens)"
"1073","ENA|OLKM01001962|OLKM01001962.1 50175","OLKM01001962.1",50176,"MeA_20160214_scaffold_1961","OLKM01001962.1","maker","gene",28265,68909,".","-",".","ID=MEAE_00071072","MEAE_00071072","Alias=snap_masked-MeA_20160214_scaffold_1961-processed-gene-0.24","Similar to PRRC2C: Protein PRRC2C (Homo sapiens)"
"1074","ENA|OLKM01001972|OLKM01001972.1 85487","OLKM01001972.1",85488,"MeA_20160214_scaffold_1971","OLKM01001972.1","maker","gene",65201,90765,".","+",".","ID=MEAE_00071216","MEAE_00071216","Alias=maker-MeA_20160214_scaffold_1971-snap-gene-0.61","Protein of unknown function"
"1075","ENA|OLKM01001978|OLKM01001978.1 10648","OLKM01001978.1",10649,"MeA_20160214_scaffold_1977","OLKM01001978.1","maker","gene",10577,11128,".","+",".","ID=MEAE_00071285","MEAE_00071285","Alias=snap_masked-MeA_20160214_scaffold_1977-processed-gene-0.35","Protein of unknown function"
"1091","ENA|OLKM01002026|OLKM01002026.1 87391","OLKM01002026.1",87392,"MeA_20160214_scaffold_2025","OLKM01002026.1","maker","gene",87063,87569,".","-",".","ID=MEAE_00071923","MEAE_00071923","Alias=snap_masked-MeA_20160214_scaffold_2025-processed-gene-0.48","Protein of unknown function"
"1094","ENA|OLKM01002034|OLKM01002034.1 42514","OLKM01002034.1",42515,"MeA_20160214_scaffold_2033","OLKM01002034.1","maker","gene",7330,67064,".","+",".","ID=MEAE_00072029","MEAE_00072029","Alias=maker-MeA_20160214_scaffold_2033-augustus-gene-0.32","Similar to Putative uncharacterized protein LOC400499 (Homo sapiens)"
"1094.2","ENA|OLKM01002034|OLKM01002034.1 42514","OLKM01002034.1",42515,"MeA_20160214_scaffold_2033","OLKM01002034.1","maker","gene",40585,51749,".","-",".","ID=MEAE_00072031","MEAE_00072031","Alias=snap_masked-MeA_20160214_scaffold_2033-processed-gene-0.27","Protein of unknown function"
"1097","ENA|OLKM01002041|OLKM01002041.1 47135","OLKM01002041.1",47136,"MeA_20160214_scaffold_2040","OLKM01002041.1","maker","gene",32092,63009,".","+",".","ID=MEAE_00072131","MEAE_00072131","Alias=maker-MeA_20160214_scaffold_2040-snap-gene-0.53","Similar to KDM6A: Lysine-specific demethylase 6A (Homo sapiens)"
"1098","ENA|OLKM01002055|OLKM01002055.1 63817","OLKM01002055.1",63818,"MeA_20160214_scaffold_2054","OLKM01002055.1","maker","gene",63564,64013,".","-",".","ID=MEAE_00072296","MEAE_00072296","Alias=augustus_masked-MeA_20160214_scaffold_2054-processed-gene-0.12","Protein of unknown function"
"1099","ENA|OLKM01002055|OLKM01002055.1 79868","OLKM01002055.1",79869,"MeA_20160214_scaffold_2054","OLKM01002055.1","maker","gene",77945,80364,".","-",".","ID=MEAE_00072298","MEAE_00072298","Alias=maker-MeA_20160214_scaffold_2054-augustus-gene-0.22","Similar to ZBED1: Zinc finger BED domain-containing protein 1 (Homo sapiens)"
"1101","ENA|OLKM01002065|OLKM01002065.1 46890","OLKM01002065.1",46891,"MeA_20160214_scaffold_2064","OLKM01002065.1","maker","gene",8464,77742,".","+",".","ID=MEAE_00072424","MEAE_00072424","Alias=maker-MeA_20160214_scaffold_2064-snap-gene-0.60","Protein of unknown function"
"1101.2","ENA|OLKM01002065|OLKM01002065.1 46890","OLKM01002065.1",46891,"MeA_20160214_scaffold_2064","OLKM01002065.1","maker","gene",37642,65259,".","-",".","ID=MEAE_00072426","MEAE_00072426","Alias=snap_masked-MeA_20160214_scaffold_2064-processed-gene-0.52","Protein of unknown function"
"1102","ENA|OLKM01002069|OLKM01002069.1 50486","OLKM01002069.1",50487,"MeA_20160214_scaffold_2068","OLKM01002069.1","maker","gene",10732,56307,".","-",".","ID=MEAE_00072470","MEAE_00072470","Alias=maker-MeA_20160214_scaffold_2068-snap-gene-0.35","Similar to FNBP1: Formin-binding protein 1 (Homo sapiens)"
"1106","ENA|OLKM01002070|OLKM01002070.1 32190","OLKM01002070.1",32191,"MeA_20160214_scaffold_2069","OLKM01002070.1","maker","gene",31562,32479,".","-",".","ID=MEAE_00072487","MEAE_00072487","Alias=snap_masked-MeA_20160214_scaffold_2069-processed-gene-0.51","Similar to ZMYM1: Zinc finger MYM-type protein 1 (Homo sapiens)"
"1107","ENA|OLKM01002081|OLKM01002081.1 81134","OLKM01002081.1",81135,"MeA_20160214_scaffold_2080","OLKM01002081.1","maker","gene",81018,82008,".","-",".","ID=MEAE_00072681","MEAE_00072681","Alias=maker-MeA_20160214_scaffold_2080-augustus-gene-0.43","Protein of unknown function"
"1108","ENA|OLKM01002083|OLKM01002083.1 27496","OLKM01002083.1",27497,"MeA_20160214_scaffold_2082","OLKM01002083.1","maker","gene",4043,28394,".","+",".","ID=MEAE_00072691","MEAE_00072691","Alias=maker-MeA_20160214_scaffold_2082-snap-gene-0.74","Protein of unknown function"
"1109","ENA|OLKM01002083|OLKM01002083.1 31586","OLKM01002083.1",31587,"MeA_20160214_scaffold_2082","OLKM01002083.1","maker","gene",30902,33850,".","+",".","ID=MEAE_00072695","MEAE_00072695","Alias=genemark-MeA_20160214_scaffold_2082-processed-gene-0.6","Protein of unknown function"
"1109.2","ENA|OLKM01002083|OLKM01002083.1 31586","OLKM01002083.1",31587,"MeA_20160214_scaffold_2082","OLKM01002083.1","maker","gene",30617,38542,".","-",".","ID=MEAE_00072694","MEAE_00072694","Alias=snap_masked-MeA_20160214_scaffold_2082-processed-gene-0.55","Protein of unknown function"
"1110","ENA|OLKM01002083|OLKM01002083.1 32457","OLKM01002083.1",32458,"MeA_20160214_scaffold_2082","OLKM01002083.1","maker","gene",30902,33850,".","+",".","ID=MEAE_00072695","MEAE_00072695","Alias=genemark-MeA_20160214_scaffold_2082-processed-gene-0.6","Protein of unknown function"
"1110.2","ENA|OLKM01002083|OLKM01002083.1 32457","OLKM01002083.1",32458,"MeA_20160214_scaffold_2082","OLKM01002083.1","maker","gene",30617,38542,".","-",".","ID=MEAE_00072694","MEAE_00072694","Alias=snap_masked-MeA_20160214_scaffold_2082-processed-gene-0.55","Protein of unknown function"
"1111","ENA|OLKM01002083|OLKM01002083.1 37386","OLKM01002083.1",37387,"MeA_20160214_scaffold_2082","OLKM01002083.1","maker","gene",30617,38542,".","-",".","ID=MEAE_00072694","MEAE_00072694","Alias=snap_masked-MeA_20160214_scaffold_2082-processed-gene-0.55","Protein of unknown function"
"1112","ENA|OLKM01002083|OLKM01002083.1 37396","OLKM01002083.1",37397,"MeA_20160214_scaffold_2082","OLKM01002083.1","maker","gene",30617,38542,".","-",".","ID=MEAE_00072694","MEAE_00072694","Alias=snap_masked-MeA_20160214_scaffold_2082-processed-gene-0.55","Protein of unknown function"
"1114","ENA|OLKM01002100|OLKM01002100.1 21172","OLKM01002100.1",21173,"MeA_20160214_scaffold_2099","OLKM01002100.1","maker","gene",20396,42099,".","-",".","ID=MEAE_00072900","MEAE_00072900","Alias=maker-MeA_20160214_scaffold_2099-snap-gene-0.21","Protein of unknown function"
"1115","ENA|OLKM01002101|OLKM01002101.1 3021","OLKM01002101.1",3022,"MeA_20160214_scaffold_2100","OLKM01002101.1","maker","gene",17,22255,".","-",".","ID=MEAE_00072901","MEAE_00072901","Alias=snap_masked-MeA_20160214_scaffold_2100-processed-gene-0.39","Protein of unknown function"
"1116","ENA|OLKM01002101|OLKM01002101.1 3024","OLKM01002101.1",3025,"MeA_20160214_scaffold_2100","OLKM01002101.1","maker","gene",17,22255,".","-",".","ID=MEAE_00072901","MEAE_00072901","Alias=snap_masked-MeA_20160214_scaffold_2100-processed-gene-0.39","Protein of unknown function"
"1117","ENA|OLKM01002101|OLKM01002101.1 3075","OLKM01002101.1",3076,"MeA_20160214_scaffold_2100","OLKM01002101.1","maker","gene",17,22255,".","-",".","ID=MEAE_00072901","MEAE_00072901","Alias=snap_masked-MeA_20160214_scaffold_2100-processed-gene-0.39","Protein of unknown function"
"1118","ENA|OLKM01002101|OLKM01002101.1 3625","OLKM01002101.1",3626,"MeA_20160214_scaffold_2100","OLKM01002101.1","maker","gene",17,22255,".","-",".","ID=MEAE_00072901","MEAE_00072901","Alias=snap_masked-MeA_20160214_scaffold_2100-processed-gene-0.39","Protein of unknown function"
"1119","ENA|OLKM01002101|OLKM01002101.1 4552","OLKM01002101.1",4553,"MeA_20160214_scaffold_2100","OLKM01002101.1","maker","gene",17,22255,".","-",".","ID=MEAE_00072901","MEAE_00072901","Alias=snap_masked-MeA_20160214_scaffold_2100-processed-gene-0.39","Protein of unknown function"
"1120","ENA|OLKM01002101|OLKM01002101.1 7660","OLKM01002101.1",7661,"MeA_20160214_scaffold_2100","OLKM01002101.1","maker","gene",17,22255,".","-",".","ID=MEAE_00072901","MEAE_00072901","Alias=snap_masked-MeA_20160214_scaffold_2100-processed-gene-0.39","Protein of unknown function"
"1121","ENA|OLKM01002102|OLKM01002102.1 16684","OLKM01002102.1",16685,"MeA_20160214_scaffold_2101","OLKM01002102.1","maker","gene",5284,35417,".","-",".","ID=MEAE_00072916","MEAE_00072916","Alias=maker-MeA_20160214_scaffold_2101-snap-gene-0.60","Similar to Slc6a13: Sodium- and chloride-dependent GABA transporter 2 (Rattus norvegicus)"
"1122","ENA|OLKM01002102|OLKM01002102.1 52262","OLKM01002102.1",52263,"MeA_20160214_scaffold_2101","OLKM01002102.1","maker","gene",51051,53056,".","-",".","ID=MEAE_00072922","MEAE_00072922","Alias=snap_masked-MeA_20160214_scaffold_2101-processed-gene-0.42","Similar to ZBED1: Zinc finger BED domain-containing protein 1 (Homo sapiens)"
"1123","ENA|OLKM01002106|OLKM01002106.1 64513","OLKM01002106.1",64514,"MeA_20160214_scaffold_2105","OLKM01002106.1","maker","gene",58955,72580,".","+",".","ID=MEAE_00072990","MEAE_00072990","Alias=maker-MeA_20160214_scaffold_2105-augustus-gene-0.40","Similar to TBC1D15: TBC1 domain family member 15 (Homo sapiens)"
"1124","ENA|OLKM01002108|OLKM01002108.1 28923","OLKM01002108.1",28924,"MeA_20160214_scaffold_2107","OLKM01002108.1","maker","gene",26046,38641,".","+",".","ID=MEAE_00073017","MEAE_00073017","Alias=maker-MeA_20160214_scaffold_2107-snap-gene-0.44","Similar to DYRK4: Dual specificity tyrosine-phosphorylation-regulated kinase 4 (Homo sapiens)"
"1125","ENA|OLKM01002108|OLKM01002108.1 38412","OLKM01002108.1",38413,"MeA_20160214_scaffold_2107","OLKM01002108.1","maker","gene",26046,38641,".","+",".","ID=MEAE_00073017","MEAE_00073017","Alias=maker-MeA_20160214_scaffold_2107-snap-gene-0.44","Similar to DYRK4: Dual specificity tyrosine-phosphorylation-regulated kinase 4 (Homo sapiens)"
"1126","ENA|OLKM01002108|OLKM01002108.1 38533","OLKM01002108.1",38534,"MeA_20160214_scaffold_2107","OLKM01002108.1","maker","gene",26046,38641,".","+",".","ID=MEAE_00073017","MEAE_00073017","Alias=maker-MeA_20160214_scaffold_2107-snap-gene-0.44","Similar to DYRK4: Dual specificity tyrosine-phosphorylation-regulated kinase 4 (Homo sapiens)"
"1127","ENA|OLKM01002108|OLKM01002108.1 56331","OLKM01002108.1",56332,"MeA_20160214_scaffold_2107","OLKM01002108.1","maker","gene",44578,67091,".","-",".","ID=MEAE_00073020","MEAE_00073020","Alias=snap_masked-MeA_20160214_scaffold_2107-processed-gene-0.34","Protein of unknown function"
"1128","ENA|OLKM01002110|OLKM01002110.1 46111","OLKM01002110.1",46112,"MeA_20160214_scaffold_2109","OLKM01002110.1","maker","gene",44597,47117,".","-",".","ID=MEAE_00073045","MEAE_00073045","Alias=maker-MeA_20160214_scaffold_2109-snap-gene-0.66","Similar to GIN1: Gypsy retrotransposon integrase-like protein 1 (Rattus norvegicus)"
"1129","ENA|OLKM01002110|OLKM01002110.1 58210","OLKM01002110.1",58211,"MeA_20160214_scaffold_2109","OLKM01002110.1","maker","gene",52172,70162,".","-",".","ID=MEAE_00073046","MEAE_00073046","Alias=maker-MeA_20160214_scaffold_2109-snap-gene-0.69","Similar to GANAB: Neutral alpha-glucosidase AB (Homo sapiens)"
"1135","ENA|OLKM01002121|OLKM01002121.1 70448","OLKM01002121.1",70449,"MeA_20160214_scaffold_2120","OLKM01002121.1","maker","gene",57152,81410,".","-",".","ID=MEAE_00073199","MEAE_00073199","Alias=maker-MeA_20160214_scaffold_2120-snap-gene-0.55","Similar to ABHD12B: Protein ABHD12B (Homo sapiens)"
"1136","ENA|OLKM01002122|OLKM01002122.1 73678","OLKM01002122.1",73679,"MeA_20160214_scaffold_2121","OLKM01002122.1","maker","gene",73539,73949,".","-",".","ID=MEAE_00073204","MEAE_00073204","Alias=augustus_masked-MeA_20160214_scaffold_2121-processed-gene-0.19","Protein of unknown function"
"1137","ENA|OLKM01002125|OLKM01002125.1 8086","OLKM01002125.1",8087,"MeA_20160214_scaffold_2124","OLKM01002125.1","maker","gene",1263,9422,".","-",".","ID=MEAE_00073231","MEAE_00073231","Alias=maker-MeA_20160214_scaffold_2124-augustus-gene-0.36","Protein of unknown function"
"1137.4","ENA|OLKM01002125|OLKM01002125.1 8086","OLKM01002125.1",8087,"MeA_20160214_scaffold_2124","OLKM01002125.1","maker","gene",7927,16249,".","+",".","ID=MEAE_00073232","MEAE_00073232","Alias=snap_masked-MeA_20160214_scaffold_2124-processed-gene-0.23","Protein of unknown function"
"1138","ENA|OLKM01002125|OLKM01002125.1 50451","OLKM01002125.1",50452,"MeA_20160214_scaffold_2124","OLKM01002125.1","maker","gene",43273,51283,".","+",".","ID=MEAE_00073236","MEAE_00073236","Alias=maker-MeA_20160214_scaffold_2124-snap-gene-0.40","Similar to faah2a: Fatty-acid amide hydrolase 2-A (Danio rerio)"
"1138.2","ENA|OLKM01002125|OLKM01002125.1 50451","OLKM01002125.1",50452,"MeA_20160214_scaffold_2124","OLKM01002125.1","maker","gene",47083,51809,".","-",".","ID=MEAE_00073237","MEAE_00073237","Alias=snap_masked-MeA_20160214_scaffold_2124-processed-gene-0.33","Protein of unknown function"
"1142","ENA|OLKM01002129|OLKM01002129.1 10925","OLKM01002129.1",10926,"MeA_20160214_scaffold_2128","OLKM01002129.1","maker","gene",7491,11917,".","-",".","ID=MEAE_00073278","MEAE_00073278","Alias=maker-MeA_20160214_scaffold_2128-augustus-gene-0.21","Similar to THAP10: THAP domain-containing protein 10 (Pongo abelii)"
"1143","ENA|OLKM01002129|OLKM01002129.1 54284","OLKM01002129.1",54285,"MeA_20160214_scaffold_2128","OLKM01002129.1","maker","gene",35544,57928,".","-",".","ID=MEAE_00073284","MEAE_00073284","Alias=snap_masked-MeA_20160214_scaffold_2128-processed-gene-0.19","Protein of unknown function"
"1144","ENA|OLKM01002129|OLKM01002129.1 54334","OLKM01002129.1",54335,"MeA_20160214_scaffold_2128","OLKM01002129.1","maker","gene",35544,57928,".","-",".","ID=MEAE_00073284","MEAE_00073284","Alias=snap_masked-MeA_20160214_scaffold_2128-processed-gene-0.19","Protein of unknown function"
"1145","ENA|OLKM01002129|OLKM01002129.1 54346","OLKM01002129.1",54347,"MeA_20160214_scaffold_2128","OLKM01002129.1","maker","gene",35544,57928,".","-",".","ID=MEAE_00073284","MEAE_00073284","Alias=snap_masked-MeA_20160214_scaffold_2128-processed-gene-0.19","Protein of unknown function"
"1146","ENA|OLKM01002129|OLKM01002129.1 54659","OLKM01002129.1",54660,"MeA_20160214_scaffold_2128","OLKM01002129.1","maker","gene",35544,57928,".","-",".","ID=MEAE_00073284","MEAE_00073284","Alias=snap_masked-MeA_20160214_scaffold_2128-processed-gene-0.19","Protein of unknown function"
"1147","ENA|OLKM01002129|OLKM01002129.1 55695","OLKM01002129.1",55696,"MeA_20160214_scaffold_2128","OLKM01002129.1","maker","gene",35544,57928,".","-",".","ID=MEAE_00073284","MEAE_00073284","Alias=snap_masked-MeA_20160214_scaffold_2128-processed-gene-0.19","Protein of unknown function"
"1148","ENA|OLKM01002130|OLKM01002130.1 9284","OLKM01002130.1",9285,"MeA_20160214_scaffold_2129","OLKM01002130.1","maker","gene",4390,58921,".","-",".","ID=MEAE_00073289","MEAE_00073289","Alias=maker-MeA_20160214_scaffold_2129-snap-gene-0.44","Similar to Kmt2b: Histone-lysine N-methyltransferase 2B (Mus musculus)"
"1150","ENA|OLKM01002144|OLKM01002144.1 32436","OLKM01002144.1",32437,"MeA_20160214_scaffold_2143","OLKM01002144.1","maker","gene",29357,34119,".","+",".","ID=MEAE_00073497","MEAE_00073497","Alias=genemark-MeA_20160214_scaffold_2143-processed-gene-0.2","Similar to ADGRF5: Adhesion G protein-coupled receptor F5 (Homo sapiens)"
"1151","ENA|OLKM01002145|OLKM01002145.1 48711","OLKM01002145.1",48712,"MeA_20160214_scaffold_2144","OLKM01002145.1","maker","gene",32744,48730,".","-",".","ID=MEAE_00073513","MEAE_00073513","Alias=snap_masked-MeA_20160214_scaffold_2144-processed-gene-0.22","Similar to st6gal2: Beta-galactoside alpha-2%2C6-sialyltransferase 2 (Takifugu rubripes)"
"1156","ENA|OLKM01002150|OLKM01002150.1 52648","OLKM01002150.1",52649,"MeA_20160214_scaffold_2149","OLKM01002150.1","maker","gene",44289,63077,".","-",".","ID=MEAE_00073585","MEAE_00073585","Alias=maker-MeA_20160214_scaffold_2149-augustus-gene-0.29","Similar to GABRA2: Gamma-aminobutyric acid receptor subunit alpha-2 (Pongo abelii)"
"1157","ENA|OLKM01002154|OLKM01002154.1 77577","OLKM01002154.1",77578,"MeA_20160214_scaffold_2153","OLKM01002154.1","maker","gene",1799,82638,".","+",".","ID=MEAE_00073622","MEAE_00073622","Alias=maker-MeA_20160214_scaffold_2153-snap-gene-0.47","Similar to DIP2A: Disco-interacting protein 2 homolog A (Homo sapiens)"
"1158","ENA|OLKM01002159|OLKM01002159.1 2294","OLKM01002159.1",2295,"MeA_20160214_scaffold_2158","OLKM01002159.1","maker","gene",948,50505,".","-",".","ID=MEAE_00073684","MEAE_00073684","Alias=maker-MeA_20160214_scaffold_2158-snap-gene-0.46","Similar to PCDH17: Protocadherin-17 (Homo sapiens)"
"1159","ENA|OLKM01002159|OLKM01002159.1 2300","OLKM01002159.1",2301,"MeA_20160214_scaffold_2158","OLKM01002159.1","maker","gene",948,50505,".","-",".","ID=MEAE_00073684","MEAE_00073684","Alias=maker-MeA_20160214_scaffold_2158-snap-gene-0.46","Similar to PCDH17: Protocadherin-17 (Homo sapiens)"
"1160","ENA|OLKM01002159|OLKM01002159.1 2320","OLKM01002159.1",2321,"MeA_20160214_scaffold_2158","OLKM01002159.1","maker","gene",948,50505,".","-",".","ID=MEAE_00073684","MEAE_00073684","Alias=maker-MeA_20160214_scaffold_2158-snap-gene-0.46","Similar to PCDH17: Protocadherin-17 (Homo sapiens)"
"1162","ENA|OLKM01002173|OLKM01002173.1 67788","OLKM01002173.1",67789,"MeA_20160214_scaffold_2172","OLKM01002173.1","maker","gene",57562,74986,".","-",".","ID=MEAE_00073867","MEAE_00073867","Alias=maker-MeA_20160214_scaffold_2172-snap-gene-0.26","Protein of unknown function"
"1163","ENA|OLKM01002173|OLKM01002173.1 67900","OLKM01002173.1",67901,"MeA_20160214_scaffold_2172","OLKM01002173.1","maker","gene",57562,74986,".","-",".","ID=MEAE_00073867","MEAE_00073867","Alias=maker-MeA_20160214_scaffold_2172-snap-gene-0.26","Protein of unknown function"
"1164","ENA|OLKM01002173|OLKM01002173.1 67919","OLKM01002173.1",67920,"MeA_20160214_scaffold_2172","OLKM01002173.1","maker","gene",57562,74986,".","-",".","ID=MEAE_00073867","MEAE_00073867","Alias=maker-MeA_20160214_scaffold_2172-snap-gene-0.26","Protein of unknown function"
"1166","ENA|OLKM01002178|OLKM01002178.1 53000","OLKM01002178.1",53001,"MeA_20160214_scaffold_2177","OLKM01002178.1","maker","gene",52558,64449,".","+",".","ID=MEAE_00073918","MEAE_00073918","Alias=snap_masked-MeA_20160214_scaffold_2177-processed-gene-0.43","Protein of unknown function"
"1166.4","ENA|OLKM01002178|OLKM01002178.1 53000","OLKM01002178.1",53001,"MeA_20160214_scaffold_2177","OLKM01002178.1","maker","gene",52435,54081,".","-",".","ID=MEAE_00073917","MEAE_00073917","Alias=augustus_masked-MeA_20160214_scaffold_2177-processed-gene-0.33","Similar to TRIM39: E3 ubiquitin-protein ligase TRIM39 (Pan troglodytes)"
"1178","ENA|OLKM01002190|OLKM01002190.1 76429","OLKM01002190.1",76430,"MeA_20160214_scaffold_2189","OLKM01002190.1","maker","gene",76086,79628,".","-",".","ID=MEAE_00074046","MEAE_00074046","Alias=snap_masked-MeA_20160214_scaffold_2189-processed-gene-0.28","Protein of unknown function"
"1179","ENA|OLKM01002195|OLKM01002195.1 48886","OLKM01002195.1",48887,"MeA_20160214_scaffold_2194","OLKM01002195.1","maker","gene",40014,70420,".","+",".","ID=MEAE_00074086","MEAE_00074086","Alias=genemark-MeA_20160214_scaffold_2194-processed-gene-0.7","Similar to vipr1: Vasoactive intestinal polypeptide receptor (Carassius auratus)"
"1180","ENA|OLKM01002195|OLKM01002195.1 51947","OLKM01002195.1",51948,"MeA_20160214_scaffold_2194","OLKM01002195.1","maker","gene",40014,70420,".","+",".","ID=MEAE_00074086","MEAE_00074086","Alias=genemark-MeA_20160214_scaffold_2194-processed-gene-0.7","Similar to vipr1: Vasoactive intestinal polypeptide receptor (Carassius auratus)"
"1181","ENA|OLKM01002195|OLKM01002195.1 52077","OLKM01002195.1",52078,"MeA_20160214_scaffold_2194","OLKM01002195.1","maker","gene",40014,70420,".","+",".","ID=MEAE_00074086","MEAE_00074086","Alias=genemark-MeA_20160214_scaffold_2194-processed-gene-0.7","Similar to vipr1: Vasoactive intestinal polypeptide receptor (Carassius auratus)"
"1183","ENA|OLKM01002200|OLKM01002200.1 72591","OLKM01002200.1",72592,"MeA_20160214_scaffold_2199","OLKM01002200.1","maker","gene",70356,73128,".","-",".","ID=MEAE_00074145","MEAE_00074145","Alias=maker-MeA_20160214_scaffold_2199-augustus-gene-0.49","Protein of unknown function"
"1183.2","ENA|OLKM01002200|OLKM01002200.1 72591","OLKM01002200.1",72592,"MeA_20160214_scaffold_2199","OLKM01002200.1","maker","gene",70082,78341,".","+",".","ID=MEAE_00074144","MEAE_00074144","Alias=snap_masked-MeA_20160214_scaffold_2199-processed-gene-0.37","Protein of unknown function"
"1184","ENA|OLKM01002212|OLKM01002212.1 66092","OLKM01002212.1",66093,"MeA_20160214_scaffold_2211","OLKM01002212.1","maker","gene",61611,70094,".","-",".","ID=MEAE_00074268","MEAE_00074268","Alias=maker-MeA_20160214_scaffold_2211-snap-gene-0.36","Similar to GJA1: Gap junction alpha-1 protein (Gallus gallus)"
"1184.2","ENA|OLKM01002212|OLKM01002212.1 66092","OLKM01002212.1",66093,"MeA_20160214_scaffold_2211","OLKM01002212.1","maker","gene",63580,67144,".","+",".","ID=MEAE_00074269","MEAE_00074269","Alias=snap_masked-MeA_20160214_scaffold_2211-processed-gene-0.27","Protein of unknown function"
"1185","ENA|OLKM01002212|OLKM01002212.1 66112","OLKM01002212.1",66113,"MeA_20160214_scaffold_2211","OLKM01002212.1","maker","gene",61611,70094,".","-",".","ID=MEAE_00074268","MEAE_00074268","Alias=maker-MeA_20160214_scaffold_2211-snap-gene-0.36","Similar to GJA1: Gap junction alpha-1 protein (Gallus gallus)"
