"","Loc","scaffold","position","gff_scaffold","scaffold.1","V2","feature_type","start","end","V6","V7","V8","ID","Name","Alias","Note"
"12474","ENA|OLKM01000356|OLKM01000356.1 246566","OLKM01000356.1",246567,"MeA_20160214_scaffold_355","OLKM01000356.1","maker","gene",246255,250394,".","+",".","ID=MEAE_00027239","MEAE_00027239","Alias=snap_masked-MeA_20160214_scaffold_355-processed-gene-0.139","Protein of unknown function"
"12475","ENA|OLKM01000356|OLKM01000356.1 246577","OLKM01000356.1",246578,"MeA_20160214_scaffold_355","OLKM01000356.1","maker","gene",246255,250394,".","+",".","ID=MEAE_00027239","MEAE_00027239","Alias=snap_masked-MeA_20160214_scaffold_355-processed-gene-0.139","Protein of unknown function"
"12480","ENA|OLKM01000356|OLKM01000356.1 300316","OLKM01000356.1",300317,"MeA_20160214_scaffold_355","OLKM01000356.1","maker","gene",295488,301818,".","-",".","ID=MEAE_00027246","MEAE_00027246","Alias=snap_masked-MeA_20160214_scaffold_355-processed-gene-0.179","Protein of unknown function"
"12481","ENA|OLKM01000356|OLKM01000356.1 326525","OLKM01000356.1",326526,"MeA_20160214_scaffold_355","OLKM01000356.1","maker","gene",321414,326778,".","-",".","ID=MEAE_00027250","MEAE_00027250","Alias=snap_masked-MeA_20160214_scaffold_355-processed-gene-0.182","Protein of unknown function"
"12482","ENA|OLKM01000356|OLKM01000356.1 333261","OLKM01000356.1",333262,"MeA_20160214_scaffold_355","OLKM01000356.1","maker","gene",328141,345678,".","-",".","ID=MEAE_00027251","MEAE_00027251","Alias=snap_masked-MeA_20160214_scaffold_355-processed-gene-0.183","Protein of unknown function"
"12483","ENA|OLKM01000356|OLKM01000356.1 333301","OLKM01000356.1",333302,"MeA_20160214_scaffold_355","OLKM01000356.1","maker","gene",328141,345678,".","-",".","ID=MEAE_00027251","MEAE_00027251","Alias=snap_masked-MeA_20160214_scaffold_355-processed-gene-0.183","Protein of unknown function"
"12484","ENA|OLKM01000356|OLKM01000356.1 343878","OLKM01000356.1",343879,"MeA_20160214_scaffold_355","OLKM01000356.1","maker","gene",328141,345678,".","-",".","ID=MEAE_00027251","MEAE_00027251","Alias=snap_masked-MeA_20160214_scaffold_355-processed-gene-0.183","Protein of unknown function"
"12485","ENA|OLKM01000357|OLKM01000357.1 23064","OLKM01000357.1",23065,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",21353,30234,".","-",".","ID=MEAE_00027258","MEAE_00027258","Alias=maker-MeA_20160214_scaffold_356-augustus-gene-0.259","Similar to Strn3: Striatin-3 (Rattus norvegicus)"
"12485.4","ENA|OLKM01000357|OLKM01000357.1 23064","OLKM01000357.1",23065,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",21909,23542,".","+",".","ID=MEAE_00027259","MEAE_00027259","Alias=snap_masked-MeA_20160214_scaffold_356-processed-gene-0.147","Protein of unknown function"
"12486","ENA|OLKM01000357|OLKM01000357.1 40205","OLKM01000357.1",40206,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",36972,41505,".","-",".","ID=MEAE_00027264","MEAE_00027264","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.286","Protein of unknown function"
"12486.2","ENA|OLKM01000357|OLKM01000357.1 40205","OLKM01000357.1",40206,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",36853,41909,".","+",".","ID=MEAE_00027263","MEAE_00027263","Alias=snap_masked-MeA_20160214_scaffold_356-processed-gene-0.151","Similar to irf2bp2b: Interferon regulatory factor 2-binding protein 2-B (Danio rerio)"
"12487","ENA|OLKM01000357|OLKM01000357.1 40881","OLKM01000357.1",40882,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",36972,41505,".","-",".","ID=MEAE_00027264","MEAE_00027264","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.286","Protein of unknown function"
"12487.2","ENA|OLKM01000357|OLKM01000357.1 40881","OLKM01000357.1",40882,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",36853,41909,".","+",".","ID=MEAE_00027263","MEAE_00027263","Alias=snap_masked-MeA_20160214_scaffold_356-processed-gene-0.151","Similar to irf2bp2b: Interferon regulatory factor 2-binding protein 2-B (Danio rerio)"
"12488","ENA|OLKM01000357|OLKM01000357.1 49759","OLKM01000357.1",49760,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",48725,54116,".","+",".","ID=MEAE_00027267","MEAE_00027267","Alias=maker-MeA_20160214_scaffold_356-augustus-gene-0.241","Similar to tbce: Tubulin-specific chaperone E (Danio rerio)"
"12489","ENA|OLKM01000357|OLKM01000357.1 61374","OLKM01000357.1",61375,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",55994,92844,".","+",".","ID=MEAE_00027269","MEAE_00027269","Alias=snap_masked-MeA_20160214_scaffold_356-processed-gene-0.156","Similar to NCAPD3: Condensin-2 complex subunit D3 (Homo sapiens)"
"12490","ENA|OLKM01000357|OLKM01000357.1 107463","OLKM01000357.1",107464,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",104099,107663,".","+",".","ID=MEAE_00027278","MEAE_00027278","Alias=snap_masked-MeA_20160214_scaffold_356-processed-gene-0.159","Protein of unknown function"
"12490.2","ENA|OLKM01000357|OLKM01000357.1 107463","OLKM01000357.1",107464,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",103588,112961,".","-",".","ID=MEAE_00027277","MEAE_00027277","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.291","Similar to GTPBP2: GTP-binding protein 2 (Homo sapiens)"
"12492","ENA|OLKM01000357|OLKM01000357.1 134424","OLKM01000357.1",134425,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",125708,204482,".","+",".","ID=MEAE_00027283","MEAE_00027283","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.273","Similar to SPAST: Spastin (Homo sapiens)"
"12493","ENA|OLKM01000357|OLKM01000357.1 158469","OLKM01000357.1",158470,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",125708,204482,".","+",".","ID=MEAE_00027283","MEAE_00027283","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.273","Similar to SPAST: Spastin (Homo sapiens)"
"12493.2","ENA|OLKM01000357|OLKM01000357.1 158469","OLKM01000357.1",158470,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",155837,195537,".","-",".","ID=MEAE_00027285","MEAE_00027285","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.289","Similar to POLR3F: DNA-directed RNA polymerase III subunit RPC6 (Bos taurus)"
"12494","ENA|OLKM01000357|OLKM01000357.1 159974","OLKM01000357.1",159975,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",125708,204482,".","+",".","ID=MEAE_00027283","MEAE_00027283","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.273","Similar to SPAST: Spastin (Homo sapiens)"
"12494.2","ENA|OLKM01000357|OLKM01000357.1 159974","OLKM01000357.1",159975,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",155837,195537,".","-",".","ID=MEAE_00027285","MEAE_00027285","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.289","Similar to POLR3F: DNA-directed RNA polymerase III subunit RPC6 (Bos taurus)"
"12495","ENA|OLKM01000357|OLKM01000357.1 180871","OLKM01000357.1",180872,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",125708,204482,".","+",".","ID=MEAE_00027283","MEAE_00027283","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.273","Similar to SPAST: Spastin (Homo sapiens)"
"12495.2","ENA|OLKM01000357|OLKM01000357.1 180871","OLKM01000357.1",180872,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",155837,195537,".","-",".","ID=MEAE_00027285","MEAE_00027285","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.289","Similar to POLR3F: DNA-directed RNA polymerase III subunit RPC6 (Bos taurus)"
"12496","ENA|OLKM01000357|OLKM01000357.1 203491","OLKM01000357.1",203492,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",125708,204482,".","+",".","ID=MEAE_00027283","MEAE_00027283","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.273","Similar to SPAST: Spastin (Homo sapiens)"
"12497","ENA|OLKM01000357|OLKM01000357.1 216795","OLKM01000357.1",216796,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",214900,217857,".","+",".","ID=MEAE_00027291","MEAE_00027291","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.278","Similar to RRBP1: Ribosome-binding protein 1 (Canis lupus familiaris)"
"12497.2","ENA|OLKM01000357|OLKM01000357.1 216795","OLKM01000357.1",216796,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",214029,218989,".","-",".","ID=MEAE_00027290","MEAE_00027290","Alias=snap_masked-MeA_20160214_scaffold_356-processed-gene-0.220","Protein of unknown function"
"12498","ENA|OLKM01000357|OLKM01000357.1 218467","OLKM01000357.1",218468,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",214029,218989,".","-",".","ID=MEAE_00027290","MEAE_00027290","Alias=snap_masked-MeA_20160214_scaffold_356-processed-gene-0.220","Protein of unknown function"
"12499","ENA|OLKM01000357|OLKM01000357.1 228081","OLKM01000357.1",228082,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",220707,228447,".","+",".","ID=MEAE_00027293","MEAE_00027293","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.279","Similar to Rrbp1: Ribosome-binding protein 1 (Mus musculus)"
"12501","ENA|OLKM01000357|OLKM01000357.1 287592","OLKM01000357.1",287593,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",283569,316091,".","+",".","ID=MEAE_00027306","MEAE_00027306","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.283","Similar to Sptbn1: Spectrin beta chain%2C non-erythrocytic 1 (Mus musculus)"
"12501.2","ENA|OLKM01000357|OLKM01000357.1 287592","OLKM01000357.1",287593,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",287291,288510,".","-",".","ID=MEAE_00027309","MEAE_00027309","Alias=snap_masked-MeA_20160214_scaffold_356-processed-gene-0.228","Protein of unknown function"
"12502","ENA|OLKM01000357|OLKM01000357.1 290903","OLKM01000357.1",290904,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",283569,316091,".","+",".","ID=MEAE_00027306","MEAE_00027306","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.283","Similar to Sptbn1: Spectrin beta chain%2C non-erythrocytic 1 (Mus musculus)"
"12502.2","ENA|OLKM01000357|OLKM01000357.1 290903","OLKM01000357.1",290904,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",290275,295068,".","-",".","ID=MEAE_00027310","MEAE_00027310","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.302","Protein of unknown function"
"12503","ENA|OLKM01000357|OLKM01000357.1 292644","OLKM01000357.1",292645,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",283569,316091,".","+",".","ID=MEAE_00027306","MEAE_00027306","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.283","Similar to Sptbn1: Spectrin beta chain%2C non-erythrocytic 1 (Mus musculus)"
"12503.2","ENA|OLKM01000357|OLKM01000357.1 292644","OLKM01000357.1",292645,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",290275,295068,".","-",".","ID=MEAE_00027310","MEAE_00027310","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.302","Protein of unknown function"
"12504","ENA|OLKM01000357|OLKM01000357.1 298160","OLKM01000357.1",298161,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",283569,316091,".","+",".","ID=MEAE_00027306","MEAE_00027306","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.283","Similar to Sptbn1: Spectrin beta chain%2C non-erythrocytic 1 (Mus musculus)"
"12504.4","ENA|OLKM01000357|OLKM01000357.1 298160","OLKM01000357.1",298161,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",297994,304100,".","-",".","ID=MEAE_00027311","MEAE_00027311","Alias=snap_masked-MeA_20160214_scaffold_356-processed-gene-0.230","Protein of unknown function"
"12505","ENA|OLKM01000357|OLKM01000357.1 304421","OLKM01000357.1",304422,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",283569,316091,".","+",".","ID=MEAE_00027306","MEAE_00027306","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.283","Similar to Sptbn1: Spectrin beta chain%2C non-erythrocytic 1 (Mus musculus)"
"12506","ENA|OLKM01000357|OLKM01000357.1 309528","OLKM01000357.1",309529,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",283569,316091,".","+",".","ID=MEAE_00027306","MEAE_00027306","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.283","Similar to Sptbn1: Spectrin beta chain%2C non-erythrocytic 1 (Mus musculus)"
"12506.4","ENA|OLKM01000357|OLKM01000357.1 309528","OLKM01000357.1",309529,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",308110,310229,".","-",".","ID=MEAE_00027312","MEAE_00027312","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.301","Protein of unknown function"
"12507","ENA|OLKM01000357|OLKM01000357.1 327607","OLKM01000357.1",327608,"MeA_20160214_scaffold_356","OLKM01000357.1","maker","gene",317628,344098,".","+",".","ID=MEAE_00027314","MEAE_00027314","Alias=maker-MeA_20160214_scaffold_356-snap-gene-0.282","Similar to Eml6: Echinoderm microtubule-associated protein-like 6 (Mus musculus)"
"12508","ENA|OLKM01000358|OLKM01000358.1 11689","OLKM01000358.1",11690,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",5589,68955,".","-",".","ID=MEAE_00027322","MEAE_00027322","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.226","Similar to ATE1: Arginyl-tRNA--protein transferase 1 (Homo sapiens)"
"12508.2","ENA|OLKM01000358|OLKM01000358.1 11689","OLKM01000358.1",11690,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",7867,15633,".","+",".","ID=MEAE_00027323","MEAE_00027323","Alias=snap_masked-MeA_20160214_scaffold_357-processed-gene-0.123","Protein of unknown function"
"12509","ENA|OLKM01000358|OLKM01000358.1 19517","OLKM01000358.1",19518,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",5589,68955,".","-",".","ID=MEAE_00027322","MEAE_00027322","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.226","Similar to ATE1: Arginyl-tRNA--protein transferase 1 (Homo sapiens)"
"12509.2","ENA|OLKM01000358|OLKM01000358.1 19517","OLKM01000358.1",19518,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",17856,23260,".","+",".","ID=MEAE_00027324","MEAE_00027324","Alias=snap_masked-MeA_20160214_scaffold_357-processed-gene-0.124","Protein of unknown function"
"12510","ENA|OLKM01000358|OLKM01000358.1 32765","OLKM01000358.1",32766,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",5589,68955,".","-",".","ID=MEAE_00027322","MEAE_00027322","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.226","Similar to ATE1: Arginyl-tRNA--protein transferase 1 (Homo sapiens)"
"12510.2","ENA|OLKM01000358|OLKM01000358.1 32765","OLKM01000358.1",32766,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",25707,35739,".","+",".","ID=MEAE_00027325","MEAE_00027325","Alias=snap_masked-MeA_20160214_scaffold_357-processed-gene-0.125","Protein of unknown function"
"12511","ENA|OLKM01000358|OLKM01000358.1 38966","OLKM01000358.1",38967,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",5589,68955,".","-",".","ID=MEAE_00027322","MEAE_00027322","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.226","Similar to ATE1: Arginyl-tRNA--protein transferase 1 (Homo sapiens)"
"12511.2","ENA|OLKM01000358|OLKM01000358.1 38966","OLKM01000358.1",38967,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",38410,39561,".","+",".","ID=MEAE_00027326","MEAE_00027326","Alias=snap_masked-MeA_20160214_scaffold_357-processed-gene-0.126","Protein of unknown function"
"12512","ENA|OLKM01000358|OLKM01000358.1 44921","OLKM01000358.1",44922,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",5589,68955,".","-",".","ID=MEAE_00027322","MEAE_00027322","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.226","Similar to ATE1: Arginyl-tRNA--protein transferase 1 (Homo sapiens)"
"12513","ENA|OLKM01000358|OLKM01000358.1 55849","OLKM01000358.1",55850,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",5589,68955,".","-",".","ID=MEAE_00027322","MEAE_00027322","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.226","Similar to ATE1: Arginyl-tRNA--protein transferase 1 (Homo sapiens)"
"12514","ENA|OLKM01000358|OLKM01000358.1 55886","OLKM01000358.1",55887,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",5589,68955,".","-",".","ID=MEAE_00027322","MEAE_00027322","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.226","Similar to ATE1: Arginyl-tRNA--protein transferase 1 (Homo sapiens)"
"12515","ENA|OLKM01000358|OLKM01000358.1 55911","OLKM01000358.1",55912,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",5589,68955,".","-",".","ID=MEAE_00027322","MEAE_00027322","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.226","Similar to ATE1: Arginyl-tRNA--protein transferase 1 (Homo sapiens)"
"12516","ENA|OLKM01000358|OLKM01000358.1 55914","OLKM01000358.1",55915,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",5589,68955,".","-",".","ID=MEAE_00027322","MEAE_00027322","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.226","Similar to ATE1: Arginyl-tRNA--protein transferase 1 (Homo sapiens)"
"12517","ENA|OLKM01000358|OLKM01000358.1 56112","OLKM01000358.1",56113,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",5589,68955,".","-",".","ID=MEAE_00027322","MEAE_00027322","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.226","Similar to ATE1: Arginyl-tRNA--protein transferase 1 (Homo sapiens)"
"12517.2","ENA|OLKM01000358|OLKM01000358.1 56112","OLKM01000358.1",56113,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",55941,56852,".","+",".","ID=MEAE_00027328","MEAE_00027328","Alias=snap_masked-MeA_20160214_scaffold_357-processed-gene-0.128","Protein of unknown function"
"12518","ENA|OLKM01000358|OLKM01000358.1 56142","OLKM01000358.1",56143,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",5589,68955,".","-",".","ID=MEAE_00027322","MEAE_00027322","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.226","Similar to ATE1: Arginyl-tRNA--protein transferase 1 (Homo sapiens)"
"12518.2","ENA|OLKM01000358|OLKM01000358.1 56142","OLKM01000358.1",56143,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",55941,56852,".","+",".","ID=MEAE_00027328","MEAE_00027328","Alias=snap_masked-MeA_20160214_scaffold_357-processed-gene-0.128","Protein of unknown function"
"12519","ENA|OLKM01000358|OLKM01000358.1 72923","OLKM01000358.1",72924,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",69269,76917,".","-",".","ID=MEAE_00027331","MEAE_00027331","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.225","Similar to ALDH18A1: Delta-1-pyrroline-5-carboxylate synthase (Pongo abelii)"
"12519.4","ENA|OLKM01000358|OLKM01000358.1 72923","OLKM01000358.1",72924,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",70911,73005,".","+",".","ID=MEAE_00027332","MEAE_00027332","Alias=snap_masked-MeA_20160214_scaffold_357-processed-gene-0.131","Protein of unknown function"
"12520","ENA|OLKM01000358|OLKM01000358.1 80343","OLKM01000358.1",80344,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",78708,131342,".","-",".","ID=MEAE_00027334","MEAE_00027334","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.232","Similar to Dag1: Dystroglycan (Mus musculus)"
"12521","ENA|OLKM01000358|OLKM01000358.1 80372","OLKM01000358.1",80373,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",78708,131342,".","-",".","ID=MEAE_00027334","MEAE_00027334","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.232","Similar to Dag1: Dystroglycan (Mus musculus)"
"12523","ENA|OLKM01000358|OLKM01000358.1 136125","OLKM01000358.1",136126,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",135586,159417,".","+",".","ID=MEAE_00027339","MEAE_00027339","Alias=maker-MeA_20160214_scaffold_357-augustus-gene-0.197","Similar to Pcbp2: Poly(rC)-binding protein 2 (Mus musculus)"
"12524","ENA|OLKM01000358|OLKM01000358.1 143062","OLKM01000358.1",143063,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",135586,159417,".","+",".","ID=MEAE_00027339","MEAE_00027339","Alias=maker-MeA_20160214_scaffold_357-augustus-gene-0.197","Similar to Pcbp2: Poly(rC)-binding protein 2 (Mus musculus)"
"12525","ENA|OLKM01000358|OLKM01000358.1 187226","OLKM01000358.1",187227,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",146822,214093,".","-",".","ID=MEAE_00027341","MEAE_00027341","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.230","Similar to DOCK3: Dedicator of cytokinesis protein 3 (Homo sapiens)"
"12526","ENA|OLKM01000358|OLKM01000358.1 187257","OLKM01000358.1",187258,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",146822,214093,".","-",".","ID=MEAE_00027341","MEAE_00027341","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.230","Similar to DOCK3: Dedicator of cytokinesis protein 3 (Homo sapiens)"
"12528","ENA|OLKM01000358|OLKM01000358.1 254215","OLKM01000358.1",254216,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",250710,268045,".","+",".","ID=MEAE_00027353","MEAE_00027353","Alias=snap_masked-MeA_20160214_scaffold_357-processed-gene-0.147","Similar to grip2: Glutamate receptor-interacting protein 2 (Xenopus laevis)"
"12528.4","ENA|OLKM01000358|OLKM01000358.1 254215","OLKM01000358.1",254216,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",254094,254943,".","-",".","ID=MEAE_00027354","MEAE_00027354","Alias=maker-MeA_20160214_scaffold_357-snap-gene-0.235","Protein of unknown function"
"12529","ENA|OLKM01000358|OLKM01000358.1 262041","OLKM01000358.1",262042,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",250710,268045,".","+",".","ID=MEAE_00027353","MEAE_00027353","Alias=snap_masked-MeA_20160214_scaffold_357-processed-gene-0.147","Similar to grip2: Glutamate receptor-interacting protein 2 (Xenopus laevis)"
"12530","ENA|OLKM01000358|OLKM01000358.1 271991","OLKM01000358.1",271992,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",270324,286580,".","-",".","ID=MEAE_00027357","MEAE_00027357","Alias=maker-MeA_20160214_scaffold_357-augustus-gene-0.214","Similar to SLC6A6: Sodium- and chloride-dependent taurine transporter (Canis lupus familiaris)"
"12531","ENA|OLKM01000358|OLKM01000358.1 276869","OLKM01000358.1",276870,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",270324,286580,".","-",".","ID=MEAE_00027357","MEAE_00027357","Alias=maker-MeA_20160214_scaffold_357-augustus-gene-0.214","Similar to SLC6A6: Sodium- and chloride-dependent taurine transporter (Canis lupus familiaris)"
"12532","ENA|OLKM01000358|OLKM01000358.1 276871","OLKM01000358.1",276872,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",270324,286580,".","-",".","ID=MEAE_00027357","MEAE_00027357","Alias=maker-MeA_20160214_scaffold_357-augustus-gene-0.214","Similar to SLC6A6: Sodium- and chloride-dependent taurine transporter (Canis lupus familiaris)"
"12533","ENA|OLKM01000358|OLKM01000358.1 329120","OLKM01000358.1",329121,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",326119,329247,".","+",".","ID=MEAE_00027364","MEAE_00027364","Alias=maker-MeA_20160214_scaffold_357-augustus-gene-0.203","Similar to SLMAP: Sarcolemmal membrane-associated protein (Oryctolagus cuniculus)"
"12533.2","ENA|OLKM01000358|OLKM01000358.1 329120","OLKM01000358.1",329121,"MeA_20160214_scaffold_357","OLKM01000358.1","maker","gene",326107,330037,".","-",".","ID=MEAE_00027363","MEAE_00027363","Alias=snap_masked-MeA_20160214_scaffold_357-processed-gene-0.192","Protein of unknown function"
"12534","ENA|OLKM01000359|OLKM01000359.1 6437","OLKM01000359.1",6438,"MeA_20160214_scaffold_358","OLKM01000359.1","maker","gene",2266,7677,".","+",".","ID=MEAE_00027369","MEAE_00027369","Alias=maker-MeA_20160214_scaffold_358-augustus-gene-0.161","Similar to Has2: Hyaluronan synthase 2 (Mus musculus)"
"12534.4","ENA|OLKM01000359|OLKM01000359.1 6437","OLKM01000359.1",6438,"MeA_20160214_scaffold_358","OLKM01000359.1","maker","gene",1297,6608,".","-",".","ID=MEAE_00027368","MEAE_00027368","Alias=snap_masked-MeA_20160214_scaffold_358-processed-gene-0.128","Protein of unknown function"
"12535","ENA|OLKM01000359|OLKM01000359.1 50624","OLKM01000359.1",50625,"MeA_20160214_scaffold_358","OLKM01000359.1","maker","gene",32143,61513,".","+",".","ID=MEAE_00027372","MEAE_00027372","Alias=maker-MeA_20160214_scaffold_358-snap-gene-0.181","Similar to Sntb1: Beta-1-syntrophin (Mus musculus)"
"12535.2","ENA|OLKM01000359|OLKM01000359.1 50624","OLKM01000359.1",50625,"MeA_20160214_scaffold_358","OLKM01000359.1","maker","gene",47763,54156,".","-",".","ID=MEAE_00027374","MEAE_00027374","Alias=snap_masked-MeA_20160214_scaffold_358-processed-gene-0.131","Protein of unknown function"
"12536","ENA|OLKM01000359|OLKM01000359.1 87343","OLKM01000359.1",87344,"MeA_20160214_scaffold_358","OLKM01000359.1","maker","gene",79265,95100,".","-",".","ID=MEAE_00027380","MEAE_00027380","Alias=snap_masked-MeA_20160214_scaffold_358-processed-gene-0.135","Similar to Mtbp: Mdm2-binding protein (Mus musculus)"
"12536.2","ENA|OLKM01000359|OLKM01000359.1 87343","OLKM01000359.1",87344,"MeA_20160214_scaffold_358","OLKM01000359.1","maker","gene",82743,88357,".","+",".","ID=MEAE_00027381","MEAE_00027381","Alias=snap_masked-MeA_20160214_scaffold_358-processed-gene-0.105","Protein of unknown function"
"12537","ENA|OLKM01000359|OLKM01000359.1 87444","OLKM01000359.1",87445,"MeA_20160214_scaffold_358","OLKM01000359.1","maker","gene",79265,95100,".","-",".","ID=MEAE_00027380","MEAE_00027380","Alias=snap_masked-MeA_20160214_scaffold_358-processed-gene-0.135","Similar to Mtbp: Mdm2-binding protein (Mus musculus)"
"12537.2","ENA|OLKM01000359|OLKM01000359.1 87444","OLKM01000359.1",87445,"MeA_20160214_scaffold_358","OLKM01000359.1","maker","gene",82743,88357,".","+",".","ID=MEAE_00027381","MEAE_00027381","Alias=snap_masked-MeA_20160214_scaffold_358-processed-gene-0.105","Protein of unknown function"
"12538","ENA|OLKM01000359|OLKM01000359.1 90378","OLKM01000359.1",90379,"MeA_20160214_scaffold_358","OLKM01000359.1","maker","gene",79265,95100,".","-",".","ID=MEAE_00027380","MEAE_00027380","Alias=snap_masked-MeA_20160214_scaffold_358-processed-gene-0.135","Similar to Mtbp: Mdm2-binding protein (Mus musculus)"
